client_id,canal_principal,score_intensite,niveau_engagement,statut,produits_actuels,opportunites,produit_recommande,canal_recommande
CLI03726,telephone,0.502,Engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03727,email,0.7386,Engagé,client_actif,"['epargne', 'sante', 'auto', 'prevoyance']",['habitation'],habitation,web
CLI03728,agence,0.8847,Très engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03729,app_mobile,0.6857,Engagé,client_actif,"['auto', 'prevoyance', 'epargne']","['habitation', 'sante']",sante,telephone
CLI03730,web,0.713,Engagé,client_actif,"['habitation', 'sante', 'epargne']","['auto', 'prevoyance']",prevoyance,agence
CLI03731,email,0.4731,Peu engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03732,app_mobile,0.7493,Engagé,client_actif,,,,
CLI03733,agence,0.6786,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI03734,agence,0.8817,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03735,telephone,0.6425,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03736,web,0.3387,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03737,web,0.8128,Très engagé,client_actif,"['habitation', 'auto', 'prevoyance', 'epargne', 'sante']",[],Portefeuille complet,email
CLI03738,agence,0.5118,Engagé,client_actif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03739,telephone,0.8059,Très engagé,client_actif,"['epargne', 'auto', 'sante']","['habitation', 'prevoyance']",prevoyance,agence
CLI03740,agence,0.4504,Peu engagé,client_actif,"['auto', 'habitation', 'sante']","['prevoyance', 'epargne']",prevoyance,agence
CLI03741,app_mobile,0.3647,Peu engagé,résilié,,,,
CLI03742,app_mobile,0.529,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03743,agence,0.5213,Engagé,prospect,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI03744,agence,0.8339,Très engagé,client_actif,,,,
CLI03745,agence,0.4936,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03746,web,0.479,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03747,telephone,0.389,Peu engagé,résilié,,,,
CLI03748,app_mobile,0.4434,Peu engagé,résilié,,,,
CLI03749,agence,0.5721,Engagé,prospect,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI03750,web,0.3516,Peu engagé,résilié,,,,
CLI03751,web,0.882,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03752,telephone,0.3512,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03753,web,0.6765,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03754,app_mobile,0.593,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03755,app_mobile,0.7996,Très engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03756,agence,0.3976,Peu engagé,client_inactif,,,,
CLI03757,web,0.3759,Peu engagé,prospect,"['sante', 'habitation', 'auto', 'epargne']",['prevoyance'],prevoyance,agence
CLI03758,web,0.7946,Très engagé,client_actif,,,,
CLI03759,telephone,0.7391,Engagé,client_actif,,,,
CLI03760,app_mobile,0.6352,Engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03761,web,0.699,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03762,web,0.7889,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03763,email,0.7367,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03764,web,0.4406,Peu engagé,prospect,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI03765,agence,0.377,Peu engagé,prospect,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03766,app_mobile,0.4364,Peu engagé,prospect,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03767,telephone,0.7861,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03768,agence,0.4355,Peu engagé,résilié,,,,
CLI03769,app_mobile,0.476,Peu engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03770,web,0.33,Peu engagé,résilié,,,,
CLI03771,telephone,0.3052,Peu engagé,client_inactif,,,,
CLI03772,app_mobile,0.9016,Très engagé,client_actif,"['sante', 'prevoyance', 'epargne', 'auto']",['habitation'],habitation,web
CLI03773,telephone,0.6077,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03774,app_mobile,0.339,Peu engagé,client_inactif,,,,
CLI03775,agence,0.2655,Peu engagé,prospect,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI03776,web,0.715,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03777,agence,0.7404,Engagé,client_actif,"['epargne', 'auto', 'habitation']","['sante', 'prevoyance']",sante,telephone
CLI03778,web,0.7276,Engagé,client_actif,,,,
CLI03779,app_mobile,0.2573,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03780,web,0.3015,Peu engagé,prospect,,,,
CLI03781,web,0.6791,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI03782,web,0.8858,Très engagé,client_actif,"['epargne', 'habitation', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI03783,web,0.6366,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03784,telephone,0.6364,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03785,app_mobile,0.756,Très engagé,client_actif,"['prevoyance', 'habitation', 'sante']","['auto', 'epargne']",epargne,agence
CLI03786,agence,0.3593,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03787,web,0.6961,Engagé,client_actif,"['prevoyance', 'sante', 'auto']","['habitation', 'epargne']",epargne,agence
CLI03788,app_mobile,0.2303,Dormant,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03789,app_mobile,0.8073,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03790,email,0.4567,Peu engagé,prospect,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03791,telephone,0.5556,Engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03792,app_mobile,0.3553,Peu engagé,prospect,"['sante', 'epargne', 'auto', 'habitation']",['prevoyance'],prevoyance,agence
CLI03793,agence,0.5302,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03794,web,0.5269,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03795,app_mobile,0.3561,Peu engagé,client_inactif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03796,web,0.357,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03797,web,0.4292,Peu engagé,prospect,,,,
CLI03798,web,0.8704,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03799,agence,0.5356,Engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03800,app_mobile,0.5592,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03801,agence,0.4248,Peu engagé,prospect,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03802,app_mobile,0.3675,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03803,web,0.3145,Peu engagé,résilié,,,,
CLI03804,agence,0.191,Dormant,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03805,telephone,0.8128,Très engagé,client_actif,"['epargne', 'prevoyance', 'sante', 'habitation']",['auto'],auto,web
CLI03806,telephone,0.5574,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03807,app_mobile,0.7718,Très engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03808,agence,0.2685,Peu engagé,client_inactif,,,,
CLI03809,agence,0.6839,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI03810,web,0.2659,Peu engagé,prospect,"['sante', 'epargne', 'habitation']","['auto', 'prevoyance']",prevoyance,agence
CLI03811,web,0.1514,Dormant,client_inactif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI03812,web,0.6744,Engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03813,web,0.7238,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI03814,app_mobile,0.4728,Peu engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03815,email,0.7271,Engagé,client_actif,"['auto', 'habitation', 'sante', 'epargne']",['prevoyance'],prevoyance,agence
CLI03816,app_mobile,0.817,Très engagé,client_actif,"['prevoyance', 'auto', 'epargne', 'sante']",['habitation'],habitation,web
CLI03817,agence,0.6767,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03818,agence,0.713,Engagé,client_actif,"['sante', 'habitation', 'auto', 'epargne']",['prevoyance'],prevoyance,agence
CLI03819,web,0.4886,Peu engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03820,web,0.2101,Dormant,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03821,app_mobile,0.8149,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03822,agence,0.5653,Engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03823,email,0.6092,Engagé,client_actif,"['prevoyance', 'sante', 'habitation']","['auto', 'epargne']",epargne,agence
CLI03824,app_mobile,0.4042,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03825,telephone,0.2799,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03826,app_mobile,0.7109,Engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03827,agence,0.8989,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03828,app_mobile,0.4564,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03829,web,0.8088,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03830,web,0.7327,Engagé,client_actif,"['sante', 'prevoyance', 'epargne']","['auto', 'habitation']",auto,web
CLI03831,web,0.3369,Peu engagé,résilié,,,,
CLI03832,app_mobile,0.4339,Peu engagé,prospect,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03833,agence,0.3623,Peu engagé,résilié,,,,
CLI03834,web,0.5598,Engagé,client_inactif,"['sante', 'habitation', 'prevoyance']","['auto', 'epargne']",epargne,agence
CLI03835,agence,0.6904,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03836,web,0.2258,Dormant,résilié,,,,
CLI03837,agence,0.3146,Peu engagé,client_inactif,,,,
CLI03838,agence,0.6434,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI03839,agence,0.7607,Très engagé,client_actif,"['sante', 'auto', 'epargne']","['habitation', 'prevoyance']",prevoyance,agence
CLI03840,app_mobile,0.3969,Peu engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03841,web,0.8721,Très engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03842,telephone,0.5665,Engagé,client_inactif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI03843,web,0.8478,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03844,web,0.6339,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03845,web,0.4734,Peu engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03846,agence,0.3723,Peu engagé,client_inactif,,,,
CLI03847,agence,0.5968,Engagé,prospect,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03848,agence,0.6859,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03849,app_mobile,0.8249,Très engagé,client_actif,"['auto', 'habitation', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI03850,web,0.7874,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03851,telephone,0.5271,Engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03852,app_mobile,0.5569,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03853,app_mobile,0.5612,Engagé,client_actif,,,,
CLI03854,app_mobile,0.4509,Peu engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03855,web,0.3947,Peu engagé,résilié,,,,
CLI03856,web,0.419,Peu engagé,prospect,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03857,app_mobile,0.7952,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03858,web,0.3627,Peu engagé,prospect,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI03859,web,0.8042,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03860,telephone,0.562,Engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI03861,app_mobile,0.4736,Peu engagé,client_actif,"['prevoyance', 'habitation', 'sante']","['auto', 'epargne']",epargne,agence
CLI03862,app_mobile,0.5196,Engagé,prospect,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI03863,agence,0.7836,Très engagé,client_actif,"['prevoyance', 'sante', 'auto']","['habitation', 'epargne']",epargne,agence
CLI03864,email,0.7641,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03865,web,0.24,Dormant,client_inactif,"['habitation', 'auto', 'epargne']","['sante', 'prevoyance']",sante,telephone
CLI03866,telephone,0.6621,Engagé,client_actif,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI03867,app_mobile,0.5683,Engagé,client_actif,"['sante', 'prevoyance', 'habitation']","['auto', 'epargne']",epargne,agence
CLI03868,web,0.7339,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03869,web,0.5167,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03870,app_mobile,0.7902,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03871,agence,0.7065,Engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03872,web,0.6236,Engagé,client_actif,"['sante', 'auto', 'prevoyance']","['habitation', 'epargne']",epargne,agence
CLI03873,app_mobile,0.633,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03874,agence,0.6941,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03875,app_mobile,0.3901,Peu engagé,résilié,,,,
CLI03876,telephone,0.8633,Très engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI03877,telephone,0.5445,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03878,app_mobile,0.2912,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03879,email,0.5526,Engagé,client_actif,"['habitation', 'auto', 'epargne']","['sante', 'prevoyance']",sante,telephone
CLI03880,web,0.7484,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03881,web,0.8198,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03882,app_mobile,0.4463,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03883,agence,0.707,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03884,agence,0.3572,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03885,app_mobile,0.2935,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03886,web,0.8694,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03887,web,0.3557,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03888,telephone,0.4275,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03889,telephone,0.8481,Très engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI03890,agence,0.5025,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03891,agence,0.5865,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03892,app_mobile,0.4564,Peu engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI03893,web,0.5939,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03894,app_mobile,0.6869,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03895,agence,0.245,Dormant,résilié,,,,
CLI03896,app_mobile,0.4522,Peu engagé,prospect,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03897,web,0.7973,Très engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03898,email,0.6007,Engagé,client_actif,"['habitation', 'auto', 'epargne', 'sante']",['prevoyance'],prevoyance,agence
CLI03899,telephone,0.5748,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03900,web,0.3958,Peu engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03901,agence,0.6049,Engagé,client_actif,"['sante', 'epargne', 'prevoyance']","['auto', 'habitation']",auto,web
CLI03902,telephone,0.5489,Engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03903,web,0.7847,Très engagé,client_actif,"['auto', 'habitation', 'epargne']","['sante', 'prevoyance']",sante,telephone
CLI03904,app_mobile,0.5197,Engagé,client_actif,,,,
CLI03905,app_mobile,0.6481,Engagé,client_actif,,,,
CLI03906,app_mobile,0.6804,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI03907,telephone,0.858,Très engagé,client_actif,"['auto', 'epargne', 'sante']","['habitation', 'prevoyance']",prevoyance,agence
CLI03908,app_mobile,0.497,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03909,web,0.1914,Dormant,résilié,,,,
CLI03910,web,0.7555,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03911,web,0.7531,Très engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03912,app_mobile,0.5054,Engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03913,agence,0.8945,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03914,web,0.774,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03915,agence,0.5038,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03916,agence,0.2579,Peu engagé,client_inactif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03917,web,0.5891,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03918,agence,0.4983,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03919,agence,0.4357,Peu engagé,client_inactif,"['habitation', 'auto', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI03920,app_mobile,0.8337,Très engagé,client_actif,,,,
CLI03921,web,0.3696,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03922,agence,0.4094,Peu engagé,client_inactif,,,,
CLI03923,email,0.8285,Très engagé,client_actif,"['sante', 'prevoyance', 'habitation']","['auto', 'epargne']",epargne,agence
CLI03924,app_mobile,0.6396,Engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI03925,app_mobile,0.5553,Engagé,prospect,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI03926,app_mobile,0.732,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI03927,web,0.7035,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03928,app_mobile,0.6418,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI03929,web,0.6961,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI03930,web,0.2619,Peu engagé,client_inactif,,,,
CLI03931,app_mobile,0.6613,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI03932,web,0.5588,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03933,app_mobile,0.8107,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03934,web,0.5993,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03935,web,0.7475,Engagé,client_actif,"['epargne', 'auto', 'sante', 'prevoyance']",['habitation'],habitation,web
CLI03936,telephone,0.8338,Très engagé,client_actif,"['epargne', 'auto', 'sante']","['habitation', 'prevoyance']",prevoyance,agence
CLI03937,telephone,0.645,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03938,web,0.3942,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03939,app_mobile,0.3737,Peu engagé,client_inactif,,,,
CLI03940,web,0.66,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03941,app_mobile,0.311,Peu engagé,client_inactif,,,,
CLI03942,app_mobile,0.4231,Peu engagé,client_inactif,,,,
CLI03943,web,0.4659,Peu engagé,prospect,"['epargne', 'habitation', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI03944,agence,0.4373,Peu engagé,résilié,,,,
CLI03945,web,0.4152,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI03946,web,0.7741,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03947,agence,0.7041,Engagé,client_actif,"['auto', 'prevoyance', 'epargne', 'sante']",['habitation'],habitation,web
CLI03948,agence,0.2527,Peu engagé,prospect,"['sante', 'prevoyance', 'auto']","['habitation', 'epargne']",epargne,agence
CLI03949,app_mobile,0.3691,Peu engagé,prospect,"['prevoyance', 'epargne', 'sante', 'habitation']",['auto'],auto,web
CLI03950,app_mobile,0.4465,Peu engagé,client_inactif,,,,
CLI03951,app_mobile,0.6124,Engagé,client_actif,,,,
CLI03952,app_mobile,0.2675,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03953,app_mobile,0.3647,Peu engagé,client_inactif,,,,
CLI03954,app_mobile,0.8692,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03955,app_mobile,0.6254,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03956,agence,0.4343,Peu engagé,prospect,"['prevoyance', 'auto', 'epargne']","['habitation', 'sante']",sante,telephone
CLI03957,agence,0.8271,Très engagé,client_actif,"['habitation', 'auto', 'sante', 'epargne']",['prevoyance'],prevoyance,agence
CLI03958,app_mobile,0.3965,Peu engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI03959,app_mobile,0.4722,Peu engagé,prospect,"['epargne', 'sante', 'habitation', 'auto']",['prevoyance'],prevoyance,agence
CLI03960,app_mobile,0.3407,Peu engagé,prospect,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI03961,app_mobile,0.3456,Peu engagé,client_inactif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI03962,app_mobile,0.6933,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03963,telephone,0.6683,Engagé,client_actif,,,,
CLI03964,agence,0.8335,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI03965,telephone,0.4061,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
