client_id,statut,age,region,canal_principal,nb_produits,prime_totale_annuelle,ltv_estimee,satisfaction_moy,nb_interactions_total,segment,segment_nom,score_churn,nba_produit,nba_proba
CLI04005,prospect,27,ARA,app_mobile,3,3404.5,129371.0,6.33,3,2,Clients premium matures,0.0517,prevoyance,0.8669
CLI04006,client_actif,52,PACA,web,2,1439.1,18708.0,6.2,5,3,Clients basiques matures,0.0088,auto,0.6939
CLI04007,client_actif,68,PACA,telephone,1,754.64,0.0,7.18,17,3,Clients basiques matures,0.0083,prevoyance,0.2641
CLI04008,prospect,66,ARA,agence,4,3895.56,0.0,7.25,4,1,Clients premium jeunes,0.0211,prevoyance,0.9307
CLI04009,client_actif,49,OCC,web,2,941.0,15056.0,7.14,14,3,Clients basiques matures,0.0109,prevoyance,0.7821
CLI04010,client_actif,24,BFC,app_mobile,2,2585.85,106020.0,6.38,24,1,Clients premium jeunes,0.0183,sante,0.7649
CLI04011,prospect,38,NAQ,app_mobile,2,1473.74,39791.0,6.14,7,0,Clients basiques seniors,0.0068,auto,0.376
CLI04012,client_actif,37,IDF,web,3,2051.95,57455.0,6.3,20,2,Clients premium matures,0.0,prevoyance,0.9227
CLI04013,client_actif,43,BFC,agence,1,1327.4,29203.0,7.0,16,0,Clients basiques seniors,0.011,auto,0.2417
CLI04014,client_actif,21,IDF,telephone,3,2283.82,100488.0,6.9,10,1,Clients premium jeunes,0.009,habitation,0.933
CLI04015,résilié,63,ARA,agence,1,2102.79,4206.0,7.5,2,0,Clients basiques seniors,0.8373,epargne,0.1931
CLI04016,client_actif,69,IDF,web,1,2243.1,0.0,5.79,14,3,Clients basiques matures,0.0059,sante,0.414
CLI04017,client_actif,39,OCC,telephone,2,676.61,17592.0,6.67,12,3,Clients basiques matures,0.0088,habitation,0.6423
CLI04018,résilié,32,PACA,web,3,2903.0,95799.0,7.0,2,1,Clients premium jeunes,0.8763,sante,0.0986
CLI04019,client_inactif,73,NAQ,telephone,5,4108.37,0.0,6.67,3,2,Clients premium matures,0.1068,auto,0.959
CLI04020,client_actif,57,IDF,web,3,3664.96,29320.0,6.23,13,2,Clients premium matures,0.0035,auto,0.7681
CLI04021,prospect,38,IDF,app_mobile,4,3972.93,107269.0,5.8,5,2,Clients premium matures,0.0229,sante,0.668
CLI04022,client_actif,32,ARA,app_mobile,1,745.73,24609.0,6.39,23,0,Clients basiques seniors,0.0103,prevoyance,0.3793
CLI04023,client_actif,39,ARA,web,1,1345.21,34975.0,6.43,7,3,Clients basiques matures,0.0103,auto,0.2637
CLI04024,client_inactif,69,PACA,agence,2,1184.72,0.0,6.5,2,0,Clients basiques seniors,0.0565,habitation,0.7939
CLI04025,client_inactif,45,NAQ,agence,1,593.25,11865.0,6.33,3,0,Clients basiques seniors,0.8418,auto,0.1354
CLI04026,client_actif,31,IDF,web,3,3128.43,106367.0,5.71,14,1,Clients premium jeunes,0.0143,epargne,0.8645
CLI04027,résilié,44,PACA,agence,3,3189.74,66985.0,8.0,2,2,Clients premium matures,0.8467,sante,0.0675
CLI04028,client_actif,78,NAQ,app_mobile,5,4449.89,0.0,6.36,22,1,Clients premium jeunes,0.0162,Portefeuille complet,0.0
CLI04029,prospect,58,PACA,web,1,1292.51,9048.0,5.83,6,3,Clients basiques matures,0.0092,auto,0.2893
CLI04030,client_inactif,57,IDF,email,2,1165.27,9322.0,4.5,4,3,Clients basiques matures,0.1332,auto,0.2009
CLI04031,client_actif,75,ARA,telephone,2,2035.75,0.0,6.63,19,3,Clients basiques matures,0.0055,epargne,0.6085
CLI04032,client_inactif,45,ARA,web,1,1666.1,33322.0,6.75,4,3,Clients basiques matures,0.0068,sante,0.2893
CLI04033,résilié,43,ARA,app_mobile,2,1521.55,33474.0,6.5,2,0,Clients basiques seniors,0.8575,prevoyance,0.1124
CLI04034,client_actif,66,OCC,web,2,2611.62,0.0,5.11,9,2,Clients premium matures,0.0128,prevoyance,0.6361
CLI04035,client_actif,19,PACA,agence,2,2084.0,95864.0,6.56,16,1,Clients premium jeunes,0.0068,habitation,0.6057
CLI04036,client_actif,42,IDF,telephone,2,1821.78,41901.0,6.7,20,3,Clients basiques matures,0.0088,habitation,0.6223
CLI04037,client_actif,73,PACA,app_mobile,1,558.44,0.0,6.5,20,0,Clients basiques seniors,0.0063,prevoyance,0.3289
CLI04038,client_actif,79,ARA,telephone,2,1563.98,0.0,7.31,13,3,Clients basiques matures,0.0047,auto,0.6
CLI04039,client_actif,20,BFC,app_mobile,1,1198.04,53912.0,7.17,6,0,Clients basiques seniors,0.1248,sante,0.1137
CLI04040,client_inactif,25,BFC,app_mobile,1,459.53,18381.0,7.0,2,0,Clients basiques seniors,0.1081,habitation,0.4753
CLI04041,client_actif,61,PACA,telephone,1,482.94,1932.0,7.33,6,3,Clients basiques matures,0.0863,prevoyance,0.1214
CLI04042,client_actif,50,NAQ,app_mobile,1,1749.13,26237.0,6.83,18,2,Clients premium matures,0.0068,prevoyance,0.2941
CLI04043,client_actif,59,NAQ,app_mobile,2,2688.75,16132.0,6.12,24,0,Clients basiques seniors,0.0172,sante,0.7082
CLI04044,client_inactif,69,BFC,agence,1,630.06,0.0,5.33,3,0,Clients basiques seniors,0.8032,auto,0.1468
CLI04045,client_actif,52,PACA,web,2,926.65,12046.0,5.62,8,3,Clients basiques matures,0.0092,prevoyance,0.794
CLI04046,client_actif,23,OCC,web,3,2242.07,94167.0,5.71,7,1,Clients premium jeunes,0.0262,prevoyance,0.7198
CLI04047,client_inactif,56,OCC,telephone,2,1626.46,14638.0,6.0,3,3,Clients basiques matures,0.877,sante,0.1188
CLI04048,client_actif,69,ARA,agence,3,4097.88,0.0,6.74,23,1,Clients premium jeunes,0.0055,prevoyance,0.4973
CLI04049,client_actif,40,IDF,telephone,2,1209.17,30229.0,6.2,10,3,Clients basiques matures,0.0088,habitation,0.8248
CLI04050,client_inactif,42,NAQ,web,2,1552.49,35707.0,5.0,2,3,Clients basiques matures,0.8111,sante,0.1741
CLI04051,client_actif,76,IDF,app_mobile,3,3584.46,0.0,6.0,15,2,Clients premium matures,0.0048,prevoyance,0.5953
CLI04052,résilié,67,IDF,email,2,1024.72,0.0,5.33,3,0,Clients basiques seniors,0.9256,auto,0.1779
CLI04053,prospect,60,NAQ,web,3,2306.44,11532.0,6.5,6,3,Clients basiques matures,0.0256,habitation,0.9292
CLI04054,prospect,36,OCC,web,2,1878.18,54467.0,6.25,4,3,Clients basiques matures,0.0103,auto,0.2993
CLI04055,client_inactif,22,BFC,app_mobile,2,1502.97,64628.0,6.0,1,0,Clients basiques seniors,0.1265,sante,0.4189
CLI04056,client_actif,68,ARA,app_mobile,3,3366.9,0.0,6.43,23,2,Clients premium matures,0.1657,sante,0.1325
CLI04057,client_inactif,28,PACA,web,1,233.29,8632.0,5.33,3,3,Clients basiques matures,0.6157,auto,0.2307
CLI04058,client_inactif,73,OCC,telephone,1,248.7,0.0,7.0,1,3,Clients basiques matures,0.7602,auto,0.1217
CLI04059,client_inactif,29,ARA,email,1,1079.24,38853.0,5.0,3,3,Clients basiques matures,0.1207,auto,0.3857
CLI04060,résilié,27,BFC,app_mobile,2,1497.38,56900.0,6.5,2,0,Clients basiques seniors,0.8312,sante,0.1592
CLI04061,client_actif,25,OCC,agence,1,1729.88,69195.0,6.76,21,2,Clients premium matures,0.0068,prevoyance,0.3383
CLI04062,client_inactif,41,NAQ,telephone,2,1225.5,29412.0,8.0,1,3,Clients basiques matures,0.0865,habitation,0.3203
CLI04063,prospect,77,IDF,agence,3,2613.79,0.0,6.25,4,0,Clients basiques seniors,0.0164,sante,0.6475
CLI04064,client_actif,45,NAQ,web,3,2686.8,53736.0,4.17,6,2,Clients premium matures,0.0163,epargne,0.7921
CLI04065,client_inactif,58,BFC,web,2,2020.99,14147.0,6.0,2,3,Clients basiques matures,0.1209,prevoyance,0.4889
CLI04066,client_actif,53,PACA,web,5,4523.99,54288.0,7.33,6,1,Clients premium jeunes,0.0123,habitation,0.9496
CLI04067,client_actif,54,NAQ,web,2,983.75,10821.0,6.22,18,3,Clients basiques matures,0.0068,habitation,0.8327
CLI04068,client_actif,38,BFC,web,2,2181.43,58899.0,7.33,15,3,Clients basiques matures,0.031,sante,0.323
CLI04069,client_actif,25,IDF,app_mobile,3,1723.6,68944.0,5.29,24,1,Clients premium jeunes,0.0035,auto,0.9441
CLI04070,résilié,72,OCC,web,3,1303.93,0.0,8.5,2,3,Clients basiques matures,0.8001,prevoyance,0.16
CLI04071,prospect,26,ARA,web,3,3470.75,135359.0,5.4,5,1,Clients premium jeunes,0.0233,sante,0.7964
CLI04072,client_actif,64,BFC,app_mobile,1,1620.68,1621.0,6.24,21,0,Clients basiques seniors,0.0055,sante,0.3945
CLI04073,client_inactif,32,BFC,web,2,983.68,32461.0,7.0,2,3,Clients basiques matures,0.8946,auto,0.1503
CLI04074,client_actif,65,PACA,agence,4,3337.97,0.0,6.4,20,2,Clients premium matures,0.005,sante,0.853
CLI04075,prospect,63,OCC,web,2,1060.2,2120.0,6.5,2,3,Clients basiques matures,0.0815,habitation,0.8291
CLI04076,client_actif,57,BFC,telephone,3,2089.55,16716.0,6.86,7,3,Clients basiques matures,0.0114,habitation,0.9491
CLI04077,client_actif,35,BFC,email,2,3108.97,93269.0,6.0,14,1,Clients premium jeunes,0.0168,auto,0.4173
CLI04078,client_actif,59,ARA,agence,3,2066.57,12399.0,7.44,9,0,Clients basiques seniors,0.0114,prevoyance,0.6795
CLI04079,client_inactif,77,IDF,agence,1,1868.54,0.0,4.33,3,0,Clients basiques seniors,0.1099,sante,0.3803
CLI04080,client_actif,37,NAQ,telephone,2,2645.08,74062.0,6.87,23,2,Clients premium matures,0.0103,sante,0.7073
CLI04081,résilié,23,OCC,web,1,779.57,32742.0,6.0,1,3,Clients basiques matures,0.8694,auto,0.1381
CLI04082,client_inactif,29,ARA,email,3,3876.4,139550.0,4.5,4,1,Clients premium jeunes,0.0073,epargne,0.8924
CLI04083,client_actif,19,ARA,agence,3,3615.6,166318.0,7.11,19,2,Clients premium matures,0.0,habitation,0.698
CLI04084,prospect,24,NAQ,agence,1,687.04,28169.0,6.0,1,0,Clients basiques seniors,0.1189,prevoyance,0.4498
CLI04085,client_actif,33,OCC,app_mobile,3,2866.0,91712.0,5.6,10,2,Clients premium matures,0.0304,epargne,0.7851
CLI04086,client_actif,20,OCC,app_mobile,2,2114.0,95130.0,6.21,24,1,Clients premium jeunes,0.009,epargne,0.559
CLI04087,résilié,62,IDF,agence,1,1048.58,3146.0,6.0,2,0,Clients basiques seniors,0.8627,sante,0.1395
CLI04088,client_actif,20,OCC,agence,2,2776.58,124946.0,6.6,5,1,Clients premium jeunes,0.009,prevoyance,0.2258
CLI04089,client_actif,44,BFC,agence,1,419.69,8813.0,5.67,15,0,Clients basiques seniors,0.0068,habitation,0.5804
CLI04090,client_actif,67,NAQ,web,2,1778.14,0.0,6.11,9,3,Clients basiques matures,0.007,habitation,0.615
CLI04091,client_actif,60,OCC,app_mobile,2,3677.02,18385.0,6.73,11,0,Clients basiques seniors,0.0071,auto,0.2847
CLI04092,client_actif,57,IDF,app_mobile,3,2989.41,23915.0,6.47,17,0,Clients basiques seniors,0.1081,sante,0.2087
CLI04093,client_actif,55,ARA,web,3,3546.56,35466.0,6.0,9,1,Clients premium jeunes,0.0285,auto,0.8026
CLI04094,prospect,50,BFC,web,2,2301.5,34522.0,5.0,4,3,Clients basiques matures,0.0152,sante,0.7048
CLI04095,prospect,45,OCC,web,1,329.63,6593.0,6.33,6,3,Clients basiques matures,0.0068,prevoyance,0.4536
CLI04096,client_actif,18,NAQ,app_mobile,4,3243.79,152458.0,6.27,11,1,Clients premium jeunes,0.0033,sante,0.8235
CLI04097,client_inactif,72,OCC,app_mobile,3,1653.59,0.0,7.33,3,0,Clients basiques seniors,0.0515,prevoyance,0.7667
CLI04098,client_actif,25,PACA,web,1,2331.38,93255.0,5.91,23,3,Clients basiques matures,0.0165,sante,0.4202
CLI04099,client_actif,54,IDF,telephone,3,2179.93,23979.0,7.04,23,3,Clients basiques matures,0.0145,prevoyance,0.6507
CLI04100,client_actif,49,ARA,agence,1,559.14,8946.0,6.77,22,0,Clients basiques seniors,0.0091,habitation,0.4397
CLI04101,client_actif,77,NAQ,agence,2,779.45,0.0,7.07,15,0,Clients basiques seniors,0.0,auto,0.7237
CLI04102,résilié,65,NAQ,web,2,2390.96,0.0,5.33,3,3,Clients basiques matures,0.7995,epargne,0.1427
CLI04103,prospect,60,OCC,agence,2,1997.55,9988.0,6.33,3,0,Clients basiques seniors,0.0946,epargne,0.4019
CLI04104,client_actif,54,IDF,app_mobile,4,4409.28,48502.0,7.0,6,2,Clients premium matures,0.0161,prevoyance,0.7138
CLI04105,client_inactif,21,BFC,email,2,974.86,42894.0,8.25,4,0,Clients basiques seniors,0.0165,prevoyance,0.7866
CLI04106,client_inactif,47,OCC,agence,1,1201.41,21625.0,6.0,1,0,Clients basiques seniors,0.106,auto,0.3105
CLI04107,client_actif,23,OCC,app_mobile,4,4745.42,199308.0,6.61,23,1,Clients premium jeunes,0.0145,habitation,0.8348
CLI04108,client_actif,63,OCC,telephone,4,3760.15,7520.0,7.0,13,1,Clients premium jeunes,0.0103,auto,0.8319
CLI04109,client_inactif,71,BFC,web,3,2399.3,0.0,7.67,3,3,Clients basiques matures,0.0595,sante,0.2592
CLI04110,prospect,36,OCC,web,2,2004.49,58130.0,8.0,1,2,Clients premium matures,0.0959,habitation,0.5385
CLI04111,client_inactif,49,IDF,agence,1,324.19,5187.0,6.5,2,0,Clients basiques seniors,0.0996,prevoyance,0.4676
CLI04112,client_inactif,26,BFC,web,3,2921.15,113925.0,7.0,2,1,Clients premium jeunes,0.0931,epargne,0.6997
CLI04113,client_inactif,29,BFC,web,1,646.21,23264.0,5.0,3,3,Clients basiques matures,0.1359,habitation,0.4778
CLI04114,prospect,28,PACA,agence,1,363.36,13444.0,6.4,5,0,Clients basiques seniors,0.0068,habitation,0.4674
CLI04115,client_inactif,63,NAQ,web,2,1707.24,3414.0,6.0,1,3,Clients basiques matures,0.09,sante,0.3651
CLI04116,client_actif,72,BFC,agence,1,306.17,0.0,6.29,7,0,Clients basiques seniors,0.0035,prevoyance,0.4298
CLI04117,client_inactif,33,PACA,telephone,1,1055.15,33765.0,6.5,2,3,Clients basiques matures,0.6361,sante,0.1151
CLI04118,prospect,18,IDF,web,2,1349.3,63417.0,7.0,1,3,Clients basiques matures,0.0837,prevoyance,0.7343
CLI04119,prospect,62,NAQ,web,1,623.61,1871.0,4.0,3,3,Clients basiques matures,0.1017,habitation,0.5315
CLI04120,client_actif,72,BFC,web,1,526.2,0.0,6.27,22,3,Clients basiques matures,0.0056,habitation,0.459
CLI04121,prospect,70,ARA,web,1,623.88,0.0,5.67,3,3,Clients basiques matures,0.8288,auto,0.1276
CLI04122,client_actif,38,PACA,web,1,258.55,6981.0,5.67,24,3,Clients basiques matures,0.0093,prevoyance,0.5194
CLI04123,résilié,47,IDF,web,3,3389.17,61005.0,5.33,3,3,Clients basiques matures,0.8786,sante,0.2665
CLI04124,client_actif,30,IDF,app_mobile,3,2410.54,84369.0,5.83,12,1,Clients premium jeunes,0.0191,sante,0.3768
CLI04125,client_inactif,51,IDF,web,2,1826.02,25564.0,6.33,3,3,Clients basiques matures,0.0967,habitation,0.6365
CLI04126,prospect,21,NAQ,agence,2,1053.57,46357.0,7.0,3,0,Clients basiques seniors,0.0997,habitation,0.8632
CLI04127,client_actif,45,OCC,telephone,1,1846.33,36927.0,6.83,12,3,Clients basiques matures,0.0103,sante,0.3189
CLI04128,prospect,55,ARA,agence,1,245.32,2453.0,5.75,4,0,Clients basiques seniors,0.0028,prevoyance,0.4983
CLI04129,client_actif,75,NAQ,app_mobile,1,1188.84,0.0,6.23,13,0,Clients basiques seniors,0.1107,sante,0.1045
CLI04130,résilié,48,NAQ,web,2,2070.77,35203.0,3.0,1,3,Clients basiques matures,0.9303,sante,0.2239
CLI04131,prospect,76,BFC,agence,3,2148.3,0.0,6.0,6,0,Clients basiques seniors,0.0067,prevoyance,0.9008
CLI04132,client_actif,72,PACA,app_mobile,2,3110.15,0.0,6.9,10,0,Clients basiques seniors,0.0121,epargne,0.7678
CLI04133,client_actif,44,ARA,web,2,640.72,13455.0,5.79,19,3,Clients basiques matures,0.0164,auto,0.8331
CLI04134,résilié,22,IDF,telephone,1,1734.5,74584.0,7.67,3,3,Clients basiques matures,0.7599,sante,0.0772
CLI04135,prospect,42,NAQ,web,3,3954.45,90952.0,6.5,6,1,Clients premium jeunes,0.0157,sante,0.6683
CLI04136,client_actif,20,ARA,web,2,1452.79,65376.0,6.05,21,3,Clients basiques matures,0.0068,prevoyance,0.4096
CLI04137,prospect,50,PACA,telephone,3,1249.38,18741.0,6.8,5,3,Clients basiques matures,0.0088,prevoyance,0.8641
CLI04138,client_actif,21,OCC,telephone,2,2484.69,109326.0,6.15,20,2,Clients premium matures,0.0167,prevoyance,0.2542
CLI04139,client_actif,42,ARA,web,3,3606.32,82945.0,5.75,8,1,Clients premium jeunes,0.024,epargne,0.9469
CLI04140,client_inactif,37,NAQ,app_mobile,4,2596.21,72694.0,6.67,3,1,Clients premium jeunes,0.1138,prevoyance,0.7814
CLI04141,client_actif,51,NAQ,app_mobile,4,4377.34,61283.0,6.4,5,1,Clients premium jeunes,0.0093,habitation,0.9324
CLI04142,client_actif,43,OCC,agence,2,869.07,19120.0,7.31,13,0,Clients basiques seniors,0.0103,prevoyance,0.8223
CLI04143,client_actif,79,PACA,web,2,3494.16,0.0,4.67,9,3,Clients basiques matures,0.0256,auto,0.4291
CLI04144,prospect,79,IDF,app_mobile,1,2014.79,0.0,5.2,5,0,Clients basiques seniors,0.022,sante,0.3989
CLI04145,client_actif,22,OCC,email,4,3711.73,159604.0,4.84,19,2,Clients premium matures,0.0199,sante,0.7361
CLI04146,résilié,52,BFC,web,2,2198.89,28586.0,7.0,1,3,Clients basiques matures,0.9295,sante,0.0818
CLI04147,client_inactif,78,BFC,telephone,1,665.82,0.0,7.5,2,3,Clients basiques matures,0.6886,auto,0.0821
CLI04148,client_inactif,45,PACA,email,2,816.13,16323.0,4.33,3,3,Clients basiques matures,0.0902,habitation,0.6508
CLI04149,client_inactif,46,IDF,web,1,2016.88,38321.0,5.5,4,3,Clients basiques matures,0.1013,epargne,0.3489
CLI04150,prospect,26,NAQ,agence,2,1706.01,66534.0,7.0,2,0,Clients basiques seniors,0.0763,auto,0.6405
CLI04151,client_actif,69,PACA,web,2,1643.02,0.0,5.83,12,3,Clients basiques matures,0.0158,auto,0.3173
CLI04152,prospect,55,OCC,agence,1,1033.16,10332.0,7.4,5,0,Clients basiques seniors,0.0111,auto,0.251
CLI04153,client_actif,67,IDF,agence,1,534.96,0.0,6.67,21,0,Clients basiques seniors,0.0085,habitation,0.4083
CLI04154,prospect,23,BFC,web,4,2894.3,121561.0,8.14,7,1,Clients premium jeunes,0.0199,prevoyance,0.8532
CLI04155,client_actif,36,BFC,agence,3,1598.27,46350.0,7.22,9,1,Clients premium jeunes,0.0103,sante,0.8413
CLI04156,client_actif,77,ARA,telephone,3,2400.51,0.0,6.65,20,2,Clients premium matures,0.0062,habitation,0.8972
CLI04157,client_inactif,61,IDF,app_mobile,2,1172.24,4689.0,6.0,4,0,Clients basiques seniors,0.0103,habitation,0.8211
CLI04158,client_inactif,74,OCC,web,3,3008.15,0.0,5.0,3,3,Clients basiques matures,0.07,auto,0.2386
CLI04159,résilié,28,NAQ,web,2,1616.69,59818.0,7.0,1,3,Clients basiques matures,0.852,auto,0.1028
CLI04160,prospect,19,ARA,app_mobile,1,372.44,17132.0,6.33,3,0,Clients basiques seniors,0.803,prevoyance,0.1973
CLI04161,prospect,64,OCC,email,1,230.92,231.0,8.5,2,0,Clients basiques seniors,0.7446,prevoyance,0.1041
CLI04162,client_actif,61,IDF,telephone,1,408.86,1635.0,6.58,19,3,Clients basiques matures,0.1267,auto,0.1304
CLI04163,client_actif,61,BFC,app_mobile,1,421.75,1687.0,5.89,18,0,Clients basiques seniors,0.0075,habitation,0.4895
CLI04164,client_actif,26,PACA,app_mobile,5,4675.38,182340.0,6.29,21,1,Clients premium jeunes,0.004,epargne,0.9943
CLI04165,client_actif,38,BFC,web,1,1133.75,30611.0,6.33,9,3,Clients basiques matures,0.1337,sante,0.1422
CLI04166,client_actif,41,BFC,web,2,1924.58,46190.0,7.5,8,3,Clients basiques matures,0.0122,habitation,0.5027
CLI04167,client_actif,51,IDF,app_mobile,2,1769.21,24769.0,7.12,8,0,Clients basiques seniors,0.0103,prevoyance,0.572
CLI04168,client_actif,39,OCC,app_mobile,1,459.48,11946.0,5.88,8,0,Clients basiques seniors,0.1254,prevoyance,0.1894
CLI04169,client_actif,20,ARA,app_mobile,2,2919.97,131399.0,6.0,24,1,Clients premium jeunes,0.0139,auto,0.4425
CLI04170,client_actif,29,ARA,email,1,1648.65,59351.0,5.47,17,3,Clients basiques matures,0.0235,sante,0.4982
CLI04171,client_actif,45,NAQ,agence,3,2831.91,56638.0,6.91,23,1,Clients premium jeunes,0.0113,sante,0.9213
CLI04172,client_actif,47,ARA,agence,1,451.94,8135.0,6.78,18,0,Clients basiques seniors,0.0091,habitation,0.4806
CLI04173,client_actif,43,ARA,web,2,2108.27,46382.0,6.58,12,3,Clients basiques matures,0.009,auto,0.5156
CLI04174,client_actif,65,OCC,email,3,3427.83,0.0,6.74,23,0,Clients basiques seniors,0.0158,sante,0.7611
CLI04175,client_inactif,38,NAQ,agence,4,3549.07,95825.0,6.5,4,1,Clients premium jeunes,0.0103,epargne,0.8787
CLI04176,client_inactif,45,PACA,telephone,3,3592.7,71854.0,5.67,3,2,Clients premium matures,0.1192,epargne,0.4833
CLI04177,client_actif,73,OCC,app_mobile,2,1362.58,0.0,5.0,10,2,Clients premium matures,0.0319,habitation,0.7857
CLI04178,client_actif,43,ARA,app_mobile,2,692.93,15244.0,6.19,21,0,Clients basiques seniors,0.0138,auto,0.8006
CLI04179,client_actif,79,IDF,app_mobile,2,2369.27,0.0,6.04,24,0,Clients basiques seniors,0.0082,sante,0.7332
CLI04180,client_actif,50,BFC,web,3,3944.82,59172.0,6.55,11,2,Clients premium matures,0.0035,prevoyance,0.4803
CLI04181,client_actif,38,BFC,agence,4,3257.87,87962.0,7.29,24,1,Clients premium jeunes,0.0231,prevoyance,0.31
CLI04182,client_actif,52,PACA,telephone,1,595.97,7748.0,6.32,19,3,Clients basiques matures,0.093,auto,0.1314
CLI04183,client_actif,69,OCC,web,2,1592.46,0.0,6.17,6,3,Clients basiques matures,0.007,habitation,0.6696
CLI04184,client_actif,51,IDF,web,3,2070.87,28992.0,5.6,5,2,Clients premium matures,0.006,auto,0.9202
CLI04185,client_inactif,58,ARA,agence,2,1052.81,7370.0,7.0,1,0,Clients basiques seniors,0.0909,prevoyance,0.4496
CLI04186,prospect,68,OCC,web,1,232.35,0.0,5.0,6,3,Clients basiques matures,0.0113,prevoyance,0.474
CLI04187,client_inactif,64,PACA,agence,2,1219.65,1220.0,7.0,3,0,Clients basiques seniors,0.072,habitation,0.3763
CLI04188,prospect,35,IDF,agence,2,1061.03,31831.0,7.0,1,2,Clients premium matures,0.1304,habitation,0.829
CLI04189,prospect,75,IDF,web,5,4153.43,0.0,4.4,5,2,Clients premium matures,0.0083,Portefeuille complet,0.0
CLI04190,résilié,28,PACA,telephone,2,1517.41,56144.0,7.33,3,3,Clients basiques matures,0.7863,auto,0.1038
CLI04191,résilié,74,IDF,app_mobile,1,304.6,0.0,8.0,2,0,Clients basiques seniors,0.8101,prevoyance,0.1073
CLI04192,prospect,40,BFC,telephone,1,2061.73,51543.0,7.0,1,3,Clients basiques matures,0.0938,sante,0.3774
CLI04193,client_actif,65,PACA,agence,1,390.62,0.0,6.88,17,0,Clients basiques seniors,0.0065,habitation,0.4103
CLI04194,client_actif,39,BFC,telephone,2,1512.74,39331.0,7.57,7,3,Clients basiques matures,0.0068,auto,0.6096
CLI04195,client_actif,34,OCC,web,2,3178.82,98543.0,7.5,8,3,Clients basiques matures,0.1341,epargne,0.2571
CLI04196,client_inactif,22,NAQ,web,1,748.95,32205.0,7.0,1,3,Clients basiques matures,0.0784,prevoyance,0.3386
CLI04197,résilié,61,ARA,web,3,3188.58,12754.0,6.5,2,3,Clients basiques matures,0.8757,sante,0.1723
CLI04198,client_actif,28,OCC,app_mobile,3,2433.05,90023.0,6.0,6,1,Clients premium jeunes,0.024,prevoyance,0.6848
CLI04199,client_actif,47,BFC,telephone,1,403.28,7259.0,7.5,6,3,Clients basiques matures,0.0091,habitation,0.3538
CLI04200,client_actif,32,ARA,app_mobile,1,402.38,13279.0,6.45,20,0,Clients basiques seniors,0.0986,prevoyance,0.1677
CLI04201,client_actif,44,ARA,telephone,5,4735.59,99447.0,7.17,12,2,Clients premium matures,0.0074,prevoyance,0.9219
CLI04202,résilié,52,BFC,web,2,2799.98,36400.0,5.33,3,3,Clients basiques matures,0.8851,epargne,0.4493
CLI04203,client_inactif,50,BFC,web,3,2385.88,35788.0,6.5,2,2,Clients premium matures,0.0986,sante,0.4228
CLI04204,client_actif,37,PACA,telephone,2,2771.44,77600.0,6.0,14,3,Clients basiques matures,0.0478,epargne,0.6902
CLI04205,client_actif,78,NAQ,app_mobile,3,2462.7,0.0,6.33,15,2,Clients premium matures,0.0062,prevoyance,0.6005
CLI04206,client_actif,33,BFC,agence,3,1970.55,63058.0,6.81,16,1,Clients premium jeunes,0.0068,prevoyance,0.7306
CLI04207,prospect,51,ARA,web,3,2381.62,33343.0,3.5,2,2,Clients premium matures,0.051,auto,0.9221
CLI04208,client_inactif,19,ARA,telephone,4,3132.7,144104.0,9.0,2,1,Clients premium jeunes,0.0629,sante,0.2384
CLI04209,client_actif,52,OCC,app_mobile,4,3951.69,51372.0,5.86,7,1,Clients premium jeunes,0.0113,epargne,0.9672
CLI04210,client_actif,57,NAQ,agence,2,1279.16,10233.0,6.33,6,0,Clients basiques seniors,0.0103,prevoyance,0.7703
CLI04211,client_actif,73,NAQ,web,1,1300.09,0.0,6.0,16,3,Clients basiques matures,0.012,auto,0.263
CLI04212,client_inactif,45,ARA,app_mobile,2,3453.96,69079.0,4.0,1,1,Clients premium jeunes,0.0941,auto,0.4827
CLI04213,prospect,64,NAQ,telephone,3,1309.2,1309.0,7.0,1,2,Clients premium matures,0.1008,habitation,0.8976
CLI04214,client_inactif,56,OCC,telephone,3,1854.46,16690.0,7.0,2,3,Clients basiques matures,0.054,prevoyance,0.7389
CLI04215,client_inactif,23,PACA,web,1,758.56,31860.0,4.67,3,3,Clients basiques matures,0.7593,auto,0.188
CLI04216,résilié,26,ARA,web,1,302.36,11792.0,2.0,1,3,Clients basiques matures,0.7326,auto,0.3732
CLI04217,client_actif,37,IDF,app_mobile,3,1644.49,46046.0,7.5,6,1,Clients premium jeunes,0.0068,habitation,0.784
CLI04218,client_actif,77,ARA,web,1,697.94,0.0,6.07,15,3,Clients basiques matures,0.0055,habitation,0.3747
CLI04219,client_actif,18,ARA,agence,2,979.27,46026.0,7.54,13,0,Clients basiques seniors,0.0068,habitation,0.866
CLI04220,client_actif,25,PACA,web,3,4119.27,164771.0,6.11,9,1,Clients premium jeunes,0.002,auto,0.342
CLI04221,client_actif,72,BFC,web,2,2213.31,0.0,5.17,6,3,Clients basiques matures,0.0035,sante,0.7096
CLI04222,client_actif,40,BFC,agence,1,295.82,7396.0,7.0,8,0,Clients basiques seniors,0.011,prevoyance,0.4661
CLI04223,client_actif,20,IDF,app_mobile,1,1311.28,59008.0,5.36,11,0,Clients basiques seniors,0.0072,epargne,0.4306
CLI04224,client_inactif,21,IDF,agence,1,1202.96,52930.0,6.33,3,0,Clients basiques seniors,0.7606,sante,0.1606
