client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel,tranche_age,score_intensite,niveau_engagement
CLI04107,23,3,client_actif,4,app_mobile,OCC,1306.0,18-30 ans,0.8352,Très engagé
CLI04108,63,8,client_actif,4,telephone,OCC,3060.0,60-80 ans,0.693,Engagé
CLI04109,71,12,client_inactif,3,web,BFC,3466.0,60-80 ans,0.3818,Peu engagé
CLI04110,36,17,prospect,2,web,OCC,1517.0,30-45 ans,0.2748,Peu engagé
CLI04111,49,14,client_inactif,1,agence,IDF,2945.0,45-60 ans,0.3768,Peu engagé
CLI04112,26,9,client_inactif,3,web,BFC,3202.0,18-30 ans,0.4041,Peu engagé
CLI04113,29,15,client_inactif,1,web,BFC,2441.0,18-30 ans,0.3414,Peu engagé
CLI04114,28,11,prospect,1,agence,PACA,4241.0,18-30 ans,0.5818,Engagé
CLI04115,63,19,client_inactif,2,web,NAQ,1489.0,60-80 ans,0.217,Dormant
CLI04116,72,4,client_actif,1,agence,BFC,2460.0,60-80 ans,0.563,Engagé
CLI04117,33,1,client_inactif,1,telephone,PACA,1200.0,30-45 ans,0.3927,Peu engagé
CLI04118,18,9,prospect,2,web,IDF,3111.0,,0.3927,Peu engagé
CLI04119,62,0,prospect,1,web,NAQ,2141.0,60-80 ans,0.3405,Peu engagé
CLI04120,72,6,client_actif,1,web,BFC,1200.0,60-80 ans,0.8594,Très engagé
CLI04121,70,16,prospect,1,web,ARA,3335.0,60-80 ans,0.472,Peu engagé
CLI04122,38,15,client_actif,1,web,PACA,2659.0,30-45 ans,0.8068,Très engagé
CLI04123,47,23,résilié,3,web,IDF,2524.0,45-60 ans,0.3412,Peu engagé
CLI04124,30,2,client_actif,3,app_mobile,IDF,3815.0,18-30 ans,0.5952,Engagé
CLI04125,51,13,client_inactif,2,web,IDF,2097.0,45-60 ans,0.364,Peu engagé
CLI04126,21,9,prospect,2,agence,NAQ,3380.0,18-30 ans,0.4647,Peu engagé
CLI04127,45,21,client_actif,1,telephone,OCC,3510.0,30-45 ans,0.6804,Engagé
CLI04128,55,6,prospect,1,agence,ARA,2294.0,45-60 ans,0.5111,Engagé
CLI04129,75,16,client_actif,1,app_mobile,NAQ,2808.0,60-80 ans,0.6715,Engagé
CLI04130,48,5,résilié,2,web,NAQ,4311.0,45-60 ans,0.213,Dormant
CLI04131,76,22,prospect,3,agence,BFC,1891.0,60-80 ans,0.5315,Engagé
CLI04132,72,21,client_actif,2,app_mobile,PACA,3299.0,60-80 ans,0.6115,Engagé
CLI04133,44,3,client_actif,2,web,ARA,2856.0,30-45 ans,0.8052,Très engagé
CLI04134,22,16,résilié,1,telephone,IDF,3944.0,18-30 ans,0.4092,Peu engagé
CLI04135,42,8,prospect,3,web,NAQ,2770.0,30-45 ans,0.4656,Peu engagé
CLI04136,20,3,client_actif,2,web,ARA,3417.0,18-30 ans,0.7874,Très engagé
CLI04137,50,6,prospect,3,telephone,PACA,1360.0,45-60 ans,0.5354,Engagé
CLI04138,21,22,client_actif,2,telephone,OCC,1200.0,18-30 ans,0.7755,Très engagé
CLI04139,42,1,client_actif,3,web,ARA,1856.0,30-45 ans,0.4935,Peu engagé
CLI04140,37,16,client_inactif,4,app_mobile,IDF,2403.0,30-45 ans,0.3721,Peu engagé
CLI04141,51,23,client_actif,4,app_mobile,NAQ,2481.0,45-60 ans,0.4939,Peu engagé
CLI04142,43,7,client_actif,2,agence,OCC,3783.0,30-45 ans,0.761,Très engagé
CLI04143,79,22,client_actif,2,web,PACA,2446.0,60-80 ans,0.5331,Engagé
CLI04144,79,14,prospect,1,app_mobile,IDF,2821.0,60-80 ans,0.4082,Peu engagé
CLI04145,22,14,client_actif,4,email,OCC,2926.0,18-30 ans,0.7765,Très engagé
CLI04146,52,7,résilié,2,web,BFC,2232.0,45-60 ans,0.3333,Peu engagé
CLI04147,78,15,client_inactif,1,telephone,BFC,2784.0,60-80 ans,0.3232,Peu engagé
CLI04148,45,18,client_inactif,2,email,PACA,3746.0,30-45 ans,0.3658,Peu engagé
CLI04149,46,10,client_inactif,1,web,IDF,3069.0,45-60 ans,0.4997,Peu engagé
CLI04150,26,1,prospect,2,agence,NAQ,3334.0,18-30 ans,0.4374,Peu engagé
CLI04151,69,22,client_actif,2,web,PACA,3100.0,60-80 ans,0.6051,Engagé
CLI04152,55,23,prospect,1,agence,OCC,4282.0,45-60 ans,0.4679,Peu engagé
CLI04153,67,16,client_actif,1,agence,IDF,1853.0,60-80 ans,0.8057,Très engagé
CLI04154,23,15,prospect,4,web,BFC,5051.0,18-30 ans,0.4864,Peu engagé
CLI04155,36,24,client_actif,3,agence,BFC,3697.0,30-45 ans,0.5655,Engagé
CLI04156,77,14,client_actif,3,telephone,ARA,3860.0,60-80 ans,0.7929,Très engagé
CLI04157,61,12,client_inactif,2,app_mobile,IDF,3979.0,60-80 ans,0.436,Peu engagé
CLI04158,74,14,client_inactif,3,web,OCC,3733.0,60-80 ans,0.2281,Dormant
CLI04159,28,3,résilié,2,web,OCC,1639.0,18-30 ans,0.2727,Peu engagé
CLI04160,19,15,prospect,1,app_mobile,ARA,1780.0,18-30 ans,0.451,Peu engagé
CLI04161,64,11,prospect,1,email,OCC,3429.0,60-80 ans,0.4652,Peu engagé
CLI04162,61,3,client_actif,1,telephone,IDF,3320.0,60-80 ans,0.8311,Très engagé
CLI04163,61,2,client_actif,1,app_mobile,BFC,3597.0,60-80 ans,0.7484,Engagé
CLI04164,26,21,client_actif,5,app_mobile,PACA,2842.0,18-30 ans,0.8418,Très engagé
CLI04165,38,16,client_actif,1,web,BFC,1614.0,30-45 ans,0.6375,Engagé
CLI04166,41,21,client_actif,2,web,BFC,2701.0,30-45 ans,0.5203,Engagé
CLI04167,51,17,client_actif,2,app_mobile,IDF,3467.0,45-60 ans,0.5598,Engagé
CLI04168,39,24,client_actif,1,app_mobile,OCC,2572.0,30-45 ans,0.4587,Peu engagé
CLI04169,20,17,client_actif,2,app_mobile,ARA,2796.0,18-30 ans,0.8778,Très engagé
CLI04170,29,22,client_actif,1,email,ARA,2827.0,18-30 ans,0.7482,Engagé
CLI04171,45,16,client_actif,3,agence,NAQ,2330.0,30-45 ans,0.8941,Très engagé
CLI04172,47,11,client_actif,1,agence,ARA,2067.0,45-60 ans,0.8226,Très engagé
CLI04173,43,22,client_actif,2,web,ARA,4698.0,30-45 ans,0.5882,Engagé
CLI04174,65,20,client_actif,3,email,OCC,4203.0,60-80 ans,0.7837,Très engagé
CLI04175,38,23,client_inactif,4,agence,PACA,3763.0,30-45 ans,0.4788,Peu engagé
CLI04176,45,3,client_inactif,3,telephone,PACA,3174.0,30-45 ans,0.2832,Peu engagé
CLI04177,73,11,client_actif,2,app_mobile,OCC,1896.0,60-80 ans,0.5553,Engagé
CLI04178,43,22,client_actif,2,app_mobile,ARA,3599.0,30-45 ans,0.8444,Très engagé
CLI04179,79,21,client_actif,2,app_mobile,IDF,3804.0,60-80 ans,0.8252,Très engagé
CLI04180,50,20,client_actif,3,web,BFC,2490.0,45-60 ans,0.5901,Engagé
CLI04181,38,19,client_actif,4,agence,BFC,1839.0,30-45 ans,0.8657,Très engagé
CLI04182,52,14,client_actif,1,telephone,PACA,3184.0,45-60 ans,0.8138,Très engagé
CLI04183,69,22,client_actif,2,web,OCC,3761.0,60-80 ans,0.4827,Peu engagé
CLI04184,51,15,client_actif,3,web,IDF,2224.0,45-60 ans,0.4155,Peu engagé
CLI04185,58,4,client_inactif,2,agence,ARA,3276.0,45-60 ans,0.3612,Peu engagé
CLI04186,68,20,prospect,1,web,OCC,1983.0,60-80 ans,0.4917,Peu engagé
CLI04187,64,14,client_inactif,2,agence,PACA,1777.0,60-80 ans,0.4332,Peu engagé
CLI04188,35,16,prospect,2,agence,IDF,2984.0,30-45 ans,0.2196,Dormant
CLI04189,75,17,prospect,5,web,IDF,2067.0,60-80 ans,0.4836,Peu engagé
CLI04190,28,4,résilié,2,telephone,PACA,3187.0,18-30 ans,0.5343,Engagé
CLI04191,74,12,résilié,1,app_mobile,IDF,1346.0,60-80 ans,0.4365,Peu engagé
CLI04192,40,18,prospect,1,telephone,BFC,2029.0,30-45 ans,0.3218,Peu engagé
CLI04193,65,12,client_actif,1,agence,PACA,3726.0,60-80 ans,0.7056,Engagé
CLI04194,39,17,client_actif,2,telephone,BFC,3423.0,30-45 ans,0.5146,Engagé
CLI04195,34,13,client_actif,2,web,OCC,3177.0,30-45 ans,0.6864,Engagé
CLI04196,22,3,client_inactif,1,web,NAQ,2399.0,18-30 ans,0.3344,Peu engagé
CLI04197,61,3,résilié,3,web,ARA,2812.0,60-80 ans,0.3312,Peu engagé
CLI04198,28,19,client_actif,3,app_mobile,OCC,2598.0,18-30 ans,0.5344,Engagé
CLI04199,47,19,client_actif,1,telephone,BFC,4900.0,45-60 ans,0.4967,Peu engagé
CLI04200,32,18,client_actif,1,app_mobile,ARA,3085.0,30-45 ans,0.79,Très engagé
CLI04201,44,12,client_actif,5,telephone,ARA,2110.0,30-45 ans,0.6079,Engagé
CLI04202,52,11,résilié,2,web,BFC,2727.0,45-60 ans,0.4677,Peu engagé
CLI04203,50,6,client_inactif,3,web,BFC,1288.0,45-60 ans,0.3954,Peu engagé
CLI04204,37,24,client_actif,2,telephone,PACA,1200.0,30-45 ans,0.6897,Engagé
CLI04205,78,11,client_actif,3,app_mobile,NAQ,4116.0,60-80 ans,0.7138,Engagé
CLI04206,33,20,client_actif,3,agence,BFC,3046.0,30-45 ans,0.7399,Engagé
CLI04207,51,3,prospect,3,web,ARA,2394.0,45-60 ans,0.249,Dormant
CLI04208,19,1,client_inactif,4,telephone,ARA,2776.0,18-30 ans,0.4819,Peu engagé
CLI04209,52,1,client_actif,4,app_mobile,OCC,2706.0,45-60 ans,0.4477,Peu engagé
CLI04210,57,4,client_actif,2,agence,NAQ,2861.0,45-60 ans,0.5401,Engagé
CLI04211,73,22,client_actif,1,web,NAQ,3833.0,60-80 ans,0.7248,Engagé
CLI04212,45,9,client_inactif,2,app_mobile,ARA,3282.0,30-45 ans,0.2847,Peu engagé
CLI04213,64,9,prospect,3,telephone,NAQ,2431.0,60-80 ans,0.2193,Dormant
CLI04214,56,8,client_inactif,3,telephone,OCC,1226.0,45-60 ans,0.4407,Peu engagé
CLI04215,23,12,client_inactif,1,web,PACA,1898.0,18-30 ans,0.3579,Peu engagé
CLI04216,26,6,résilié,1,web,ARA,3483.0,18-30 ans,0.0633,Dormant
CLI04217,37,4,client_actif,3,app_mobile,IDF,4206.0,30-45 ans,0.618,Engagé
CLI04218,77,9,client_actif,1,web,ARA,2010.0,60-80 ans,0.6919,Engagé
CLI04219,18,9,client_actif,2,agence,ARA,1874.0,,0.681,Engagé
CLI04220,25,5,client_actif,3,web,PACA,2411.0,18-30 ans,0.5863,Engagé
CLI04221,72,18,client_actif,2,web,BFC,4406.0,60-80 ans,0.4313,Peu engagé
CLI04222,40,20,client_actif,1,agence,BFC,2933.0,30-45 ans,0.5331,Engagé
CLI04223,20,7,client_actif,1,app_mobile,IDF,2114.0,18-30 ans,0.5812,Engagé
CLI04224,21,0,client_inactif,1,agence,IDF,2475.0,18-30 ans,0.4438,Peu engagé
CLI04225,75,16,prospect,1,email,IDF,2325.0,60-80 ans,0.2915,Peu engagé
CLI04226,42,6,client_actif,2,web,BFC,3434.0,30-45 ans,0.4899,Peu engagé
CLI04227,64,13,client_inactif,2,agence,PACA,4558.0,60-80 ans,0.4528,Peu engagé
CLI04228,55,20,client_inactif,1,web,NAQ,2918.0,45-60 ans,0.3632,Peu engagé
CLI04229,32,20,client_inactif,1,app_mobile,IDF,3784.0,30-45 ans,0.3613,Peu engagé
CLI04230,38,16,client_inactif,1,web,NAQ,1589.0,30-45 ans,0.4028,Peu engagé
CLI04231,52,8,résilié,5,web,OCC,4907.0,45-60 ans,0.285,Peu engagé
CLI04232,74,16,client_actif,2,web,PACA,1595.0,60-80 ans,0.7846,Très engagé
CLI04233,70,4,client_actif,4,web,NAQ,3891.0,60-80 ans,0.7408,Engagé
CLI04234,70,24,prospect,3,telephone,BFC,3105.0,60-80 ans,0.5849,Engagé
CLI04235,63,19,prospect,2,agence,BFC,1668.0,60-80 ans,0.4295,Peu engagé
CLI04236,69,7,client_actif,3,email,IDF,3551.0,60-80 ans,0.6608,Engagé
CLI04237,31,5,prospect,1,app_mobile,IDF,2774.0,30-45 ans,0.3839,Peu engagé
CLI04238,53,10,client_actif,3,web,NAQ,1979.0,45-60 ans,0.7651,Très engagé
CLI04239,29,18,client_actif,1,web,BFC,2810.0,18-30 ans,0.5619,Engagé
CLI04240,34,3,prospect,3,web,NAQ,1315.0,30-45 ans,0.3672,Peu engagé
CLI04241,56,17,résilié,1,web,OCC,2366.0,45-60 ans,0.2045,Dormant
CLI04242,26,0,prospect,3,agence,PACA,1932.0,18-30 ans,0.5959,Engagé
CLI04243,52,12,client_inactif,1,app_mobile,BFC,2636.0,45-60 ans,0.3893,Peu engagé
CLI04244,77,13,client_actif,4,app_mobile,ARA,1242.0,60-80 ans,0.7621,Très engagé
CLI04245,30,23,résilié,1,web,BFC,1200.0,18-30 ans,0.4581,Peu engagé
CLI04246,32,0,client_inactif,3,web,OCC,2036.0,30-45 ans,0.4189,Peu engagé
CLI04247,35,10,client_actif,2,web,BFC,2766.0,30-45 ans,0.7998,Très engagé
CLI04248,68,16,client_actif,2,web,OCC,1924.0,60-80 ans,0.8723,Très engagé
CLI04249,50,3,prospect,2,agence,BFC,3215.0,45-60 ans,0.488,Peu engagé
CLI04250,23,11,résilié,4,web,OCC,3432.0,18-30 ans,0.3363,Peu engagé
CLI04251,76,9,client_inactif,1,agence,IDF,2040.0,60-80 ans,0.3352,Peu engagé
CLI04252,44,5,client_inactif,4,app_mobile,NAQ,4051.0,30-45 ans,0.3937,Peu engagé
CLI04253,40,24,client_actif,2,web,BFC,2527.0,30-45 ans,0.8045,Très engagé
CLI04254,76,0,client_actif,3,telephone,PACA,4448.0,60-80 ans,0.8576,Très engagé
CLI04255,44,6,client_inactif,2,app_mobile,IDF,2566.0,30-45 ans,0.3903,Peu engagé
CLI04256,51,20,client_actif,2,web,OCC,1791.0,45-60 ans,0.7775,Très engagé
CLI04257,73,15,client_actif,4,telephone,PACA,3905.0,60-80 ans,0.5261,Engagé
CLI04258,63,23,prospect,2,web,IDF,1863.0,60-80 ans,0.5552,Engagé
CLI04259,55,13,résilié,2,web,ARA,3824.0,45-60 ans,0.3663,Peu engagé
CLI04260,31,22,prospect,1,agence,BFC,2909.0,30-45 ans,0.6156,Engagé
CLI04261,53,19,client_actif,1,agence,BFC,2300.0,45-60 ans,0.5757,Engagé
CLI04262,70,19,client_actif,2,web,OCC,2108.0,60-80 ans,0.677,Engagé
CLI04263,25,5,client_inactif,3,web,IDF,2722.0,18-30 ans,0.4803,Peu engagé
CLI04264,79,21,client_actif,2,telephone,IDF,3412.0,60-80 ans,0.5317,Engagé
CLI04265,52,24,client_actif,1,web,OCC,2764.0,45-60 ans,0.8399,Très engagé
CLI04266,36,4,prospect,2,web,ARA,4132.0,30-45 ans,0.573,Engagé
CLI04267,47,23,client_inactif,2,app_mobile,BFC,1742.0,45-60 ans,0.4061,Peu engagé
CLI04268,31,20,résilié,2,telephone,NAQ,2713.0,30-45 ans,0.2748,Peu engagé
CLI04269,76,17,client_inactif,4,web,ARA,3791.0,60-80 ans,0.3609,Peu engagé
CLI04270,37,14,client_actif,3,agence,OCC,1716.0,30-45 ans,0.8675,Très engagé
CLI04271,66,5,résilié,1,app_mobile,NAQ,3736.0,60-80 ans,0.2873,Peu engagé
CLI04272,42,24,client_actif,4,app_mobile,IDF,2818.0,30-45 ans,0.8416,Très engagé
CLI04273,57,18,client_actif,2,agence,ARA,2899.0,45-60 ans,0.7952,Très engagé
CLI04274,41,0,client_actif,3,email,ARA,2494.0,30-45 ans,0.6757,Engagé
CLI04275,31,0,client_actif,1,web,BFC,1712.0,30-45 ans,0.5794,Engagé
CLI04276,43,12,client_inactif,3,web,BFC,2729.0,30-45 ans,0.4754,Peu engagé
CLI04277,55,2,client_actif,1,telephone,NAQ,2300.0,45-60 ans,0.7131,Engagé
CLI04278,40,9,client_actif,2,agence,IDF,4172.0,30-45 ans,0.6654,Engagé
CLI04279,39,20,client_actif,1,app_mobile,ARA,3259.0,30-45 ans,0.7737,Très engagé
CLI04280,65,2,prospect,1,app_mobile,NAQ,2831.0,60-80 ans,0.2144,Dormant
CLI04281,74,8,client_actif,1,agence,ARA,3986.0,60-80 ans,0.533,Engagé
CLI04282,36,7,client_actif,1,agence,BFC,2749.0,30-45 ans,0.8293,Très engagé
CLI04283,63,2,prospect,1,telephone,IDF,3433.0,60-80 ans,0.4057,Peu engagé
CLI04284,68,24,client_actif,3,app_mobile,IDF,3848.0,60-80 ans,0.7478,Engagé
CLI04285,20,12,client_actif,1,web,PACA,2555.0,18-30 ans,0.7963,Très engagé
CLI04286,59,5,client_inactif,2,agence,NAQ,3191.0,45-60 ans,0.434,Peu engagé
CLI04287,36,12,client_actif,1,app_mobile,BFC,2407.0,30-45 ans,0.683,Engagé
CLI04288,26,22,client_inactif,4,app_mobile,BFC,3832.0,18-30 ans,0.5049,Engagé
CLI04289,45,19,résilié,4,app_mobile,BFC,2775.0,30-45 ans,0.176,Dormant
CLI04290,37,19,client_inactif,1,web,OCC,4034.0,30-45 ans,0.2895,Peu engagé
CLI04291,62,11,client_actif,2,app_mobile,ARA,2979.0,60-80 ans,0.7132,Engagé
CLI04292,24,12,client_actif,1,agence,IDF,5091.0,18-30 ans,0.6506,Engagé
CLI04293,31,1,résilié,4,agence,ARA,2164.0,30-45 ans,0.3046,Peu engagé
CLI04294,26,20,client_actif,2,app_mobile,ARA,3574.0,18-30 ans,0.5888,Engagé
CLI04295,76,23,client_actif,1,web,OCC,2761.0,60-80 ans,0.8765,Très engagé
CLI04296,77,22,client_actif,1,app_mobile,IDF,2597.0,60-80 ans,0.8024,Très engagé
CLI04297,72,15,prospect,1,agence,PACA,1200.0,60-80 ans,0.299,Peu engagé
CLI04298,74,22,résilié,2,app_mobile,BFC,2866.0,60-80 ans,0.3469,Peu engagé
CLI04299,77,5,client_actif,3,agence,NAQ,1923.0,60-80 ans,0.4692,Peu engagé
CLI04300,36,18,client_actif,2,app_mobile,ARA,2521.0,30-45 ans,0.7679,Très engagé
CLI04301,64,20,client_actif,2,web,OCC,1959.0,60-80 ans,0.7479,Engagé
CLI04302,69,12,client_actif,1,agence,OCC,2079.0,60-80 ans,0.4647,Peu engagé
CLI04303,31,16,prospect,1,web,NAQ,1835.0,30-45 ans,0.4213,Peu engagé
CLI04304,73,22,client_actif,1,app_mobile,NAQ,1844.0,60-80 ans,0.7281,Engagé
CLI04305,55,8,client_inactif,3,web,IDF,1368.0,45-60 ans,0.3456,Peu engagé
CLI04306,70,16,client_actif,1,web,ARA,3139.0,60-80 ans,0.8607,Très engagé
CLI04307,78,1,client_inactif,2,app_mobile,ARA,2816.0,60-80 ans,0.3549,Peu engagé
CLI04308,53,18,client_actif,1,app_mobile,NAQ,3437.0,45-60 ans,0.8397,Très engagé
CLI04309,57,18,client_actif,1,agence,BFC,2447.0,45-60 ans,0.6515,Engagé
CLI04310,34,23,client_actif,2,agence,PACA,2206.0,30-45 ans,0.8032,Très engagé
CLI04311,47,6,client_actif,2,agence,ARA,2721.0,45-60 ans,0.6606,Engagé
CLI04312,26,21,client_inactif,2,app_mobile,OCC,3432.0,18-30 ans,0.5252,Engagé
CLI04313,50,9,client_inactif,2,agence,BFC,3070.0,45-60 ans,0.4559,Peu engagé
CLI04314,73,9,client_actif,2,app_mobile,NAQ,2812.0,60-80 ans,0.5485,Engagé
CLI04315,69,19,client_actif,1,app_mobile,ARA,3398.0,60-80 ans,0.7163,Engagé
CLI04316,42,8,client_inactif,2,app_mobile,IDF,2805.0,30-45 ans,0.4973,Peu engagé
CLI04317,31,16,client_actif,3,telephone,NAQ,2268.0,30-45 ans,0.7263,Engagé
CLI04318,28,14,client_actif,1,web,OCC,3617.0,18-30 ans,0.8067,Très engagé
CLI04319,70,1,résilié,2,telephone,IDF,1676.0,60-80 ans,0.5163,Engagé
CLI04320,52,3,client_actif,1,web,NAQ,1522.0,45-60 ans,0.6745,Engagé
CLI04321,58,18,résilié,1,web,NAQ,2778.0,45-60 ans,0.3614,Peu engagé
CLI04322,76,16,client_actif,2,web,ARA,2877.0,60-80 ans,0.8405,Très engagé
CLI04323,31,4,client_inactif,4,agence,IDF,3010.0,30-45 ans,0.2587,Peu engagé
CLI04324,47,6,client_actif,4,web,NAQ,2505.0,45-60 ans,0.7231,Engagé
CLI04325,58,17,client_actif,1,telephone,BFC,4018.0,45-60 ans,0.8657,Très engagé
CLI04326,21,20,client_actif,2,telephone,OCC,1451.0,18-30 ans,0.8323,Très engagé
CLI04327,76,21,client_actif,2,agence,IDF,2921.0,60-80 ans,0.5473,Engagé
CLI04328,21,6,client_actif,1,app_mobile,BFC,3483.0,18-30 ans,0.6334,Engagé
CLI04329,45,16,client_actif,3,telephone,ARA,4046.0,30-45 ans,0.6392,Engagé
CLI04330,25,6,prospect,3,telephone,PACA,4001.0,18-30 ans,0.5118,Engagé
CLI04331,19,3,client_inactif,4,app_mobile,NAQ,1813.0,18-30 ans,0.3932,Peu engagé
CLI04332,58,7,client_actif,1,agence,PACA,3126.0,45-60 ans,0.7834,Très engagé
CLI04333,78,12,prospect,1,app_mobile,NAQ,2607.0,60-80 ans,0.3798,Peu engagé
CLI04334,63,3,client_actif,3,app_mobile,BFC,2783.0,60-80 ans,0.5896,Engagé
CLI04335,39,5,prospect,3,web,ARA,3821.0,30-45 ans,0.4355,Peu engagé
CLI04336,58,24,client_actif,4,app_mobile,ARA,4510.0,45-60 ans,0.7295,Engagé
CLI04337,73,4,prospect,1,web,ARA,3035.0,60-80 ans,0.6121,Engagé
CLI04338,72,11,client_inactif,2,app_mobile,ARA,1200.0,60-80 ans,0.3314,Peu engagé
CLI04339,33,3,prospect,2,agence,IDF,1298.0,30-45 ans,0.3308,Peu engagé
CLI04340,46,23,client_actif,1,email,IDF,2758.0,45-60 ans,0.5959,Engagé
CLI04341,79,8,client_inactif,2,email,NAQ,3698.0,60-80 ans,0.4206,Peu engagé
CLI04342,66,3,client_inactif,2,app_mobile,IDF,2093.0,60-80 ans,0.5279,Engagé
CLI04343,65,18,prospect,1,agence,NAQ,2628.0,60-80 ans,0.6433,Engagé
CLI04344,47,23,client_inactif,1,web,IDF,4256.0,45-60 ans,0.4012,Peu engagé
CLI04345,29,13,client_actif,2,agence,IDF,2443.0,18-30 ans,0.6801,Engagé
CLI04346,52,4,client_inactif,2,web,IDF,4378.0,45-60 ans,0.4262,Peu engagé
CLI04347,28,17,client_actif,4,web,OCC,2413.0,18-30 ans,0.8795,Très engagé
CLI04348,63,9,client_actif,1,agence,ARA,3614.0,60-80 ans,0.7726,Très engagé
CLI04349,67,24,résilié,1,web,OCC,2869.0,60-80 ans,0.4674,Peu engagé
CLI04350,38,18,client_actif,5,web,IDF,3499.0,30-45 ans,0.7748,Très engagé
CLI04351,38,11,client_actif,4,telephone,IDF,4608.0,30-45 ans,0.7967,Très engagé
CLI04352,22,17,client_actif,1,web,OCC,3178.0,18-30 ans,0.498,Peu engagé
CLI04353,65,16,prospect,3,web,BFC,3935.0,60-80 ans,0.4289,Peu engagé
CLI04354,37,23,prospect,1,web,NAQ,1995.0,30-45 ans,0.4856,Peu engagé
CLI04355,54,10,prospect,1,web,ARA,1962.0,45-60 ans,0.4789,Peu engagé
CLI04356,20,2,client_actif,1,web,NAQ,1331.0,18-30 ans,0.4589,Peu engagé
CLI04357,61,22,client_actif,1,agence,BFC,1850.0,60-80 ans,0.8163,Très engagé
CLI04358,50,16,client_actif,3,web,ARA,4166.0,45-60 ans,0.5476,Engagé
CLI04359,70,0,prospect,3,telephone,PACA,3098.0,60-80 ans,0.4993,Peu engagé
CLI04360,78,14,client_actif,5,web,ARA,2559.0,60-80 ans,0.7836,Très engagé
CLI04361,26,8,résilié,3,app_mobile,NAQ,2984.0,18-30 ans,0.4442,Peu engagé
CLI04362,78,14,client_actif,2,agence,ARA,3412.0,60-80 ans,0.8581,Très engagé
CLI04363,26,23,client_actif,3,agence,PACA,3501.0,18-30 ans,0.4152,Peu engagé
CLI04364,21,2,client_inactif,5,agence,PACA,2997.0,18-30 ans,0.3811,Peu engagé
CLI04365,52,21,client_inactif,3,telephone,IDF,4044.0,45-60 ans,0.3493,Peu engagé
CLI04366,34,18,client_actif,3,web,PACA,1926.0,30-45 ans,0.5177,Engagé
CLI04367,51,12,client_inactif,4,app_mobile,OCC,2484.0,45-60 ans,0.2618,Peu engagé
CLI04368,41,11,client_actif,1,telephone,NAQ,3853.0,30-45 ans,0.7858,Très engagé
CLI04369,49,19,client_inactif,3,web,OCC,3661.0,45-60 ans,0.3924,Peu engagé
CLI04370,18,0,client_actif,4,web,BFC,3134.0,,0.7539,Très engagé
CLI04371,25,20,client_actif,5,web,OCC,2311.0,18-30 ans,0.6582,Engagé
CLI04372,62,16,prospect,1,agence,NAQ,3509.0,60-80 ans,0.3752,Peu engagé
CLI04373,40,12,client_inactif,2,web,BFC,1982.0,30-45 ans,0.5188,Engagé
CLI04374,64,0,client_actif,3,web,OCC,3864.0,60-80 ans,0.4996,Peu engagé
CLI04375,57,9,client_actif,1,app_mobile,OCC,4170.0,45-60 ans,0.5904,Engagé
CLI04376,29,14,client_actif,2,agence,BFC,2281.0,18-30 ans,0.7764,Très engagé
CLI04377,71,6,résilié,1,web,OCC,5129.0,60-80 ans,0.3099,Peu engagé
CLI04378,29,21,client_inactif,1,web,PACA,1902.0,18-30 ans,0.4691,Peu engagé
CLI04379,63,17,client_actif,2,agence,NAQ,2630.0,60-80 ans,0.642,Engagé
CLI04380,64,15,client_actif,2,telephone,NAQ,2608.0,60-80 ans,0.5435,Engagé
CLI04381,32,13,client_actif,2,agence,NAQ,2707.0,30-45 ans,0.7289,Engagé
CLI04382,58,17,client_actif,2,agence,OCC,4082.0,45-60 ans,0.8732,Très engagé
CLI04383,36,6,résilié,1,app_mobile,PACA,3194.0,30-45 ans,0.0979,Dormant
CLI04384,43,16,prospect,1,web,NAQ,2052.0,30-45 ans,0.4481,Peu engagé
CLI04385,69,17,client_actif,1,app_mobile,ARA,2898.0,60-80 ans,0.7693,Très engagé
CLI04386,46,11,client_actif,1,telephone,NAQ,3397.0,45-60 ans,0.5155,Engagé
CLI04387,39,7,client_actif,2,app_mobile,IDF,3269.0,30-45 ans,0.8154,Très engagé
CLI04388,57,21,client_actif,3,telephone,ARA,3900.0,45-60 ans,0.8136,Très engagé
CLI04389,38,1,client_actif,1,email,NAQ,2880.0,30-45 ans,0.5528,Engagé
CLI04390,68,6,prospect,1,web,OCC,3520.0,60-80 ans,0.4662,Peu engagé
CLI04391,55,3,client_actif,3,web,NAQ,2672.0,45-60 ans,0.7611,Très engagé
CLI04392,37,17,client_actif,1,web,PACA,2218.0,30-45 ans,0.3238,Peu engagé
CLI04393,74,5,client_actif,5,app_mobile,PACA,1773.0,60-80 ans,0.822,Très engagé
CLI04394,46,8,prospect,3,web,NAQ,4210.0,45-60 ans,0.4386,Peu engagé
CLI04395,68,8,client_inactif,1,telephone,OCC,1442.0,60-80 ans,0.2373,Dormant
CLI04396,21,13,client_actif,1,web,OCC,3029.0,18-30 ans,0.6086,Engagé
CLI04397,72,7,client_actif,2,web,OCC,3169.0,60-80 ans,0.8212,Très engagé
CLI04398,24,18,client_inactif,1,web,NAQ,1917.0,18-30 ans,0.5329,Engagé
CLI04399,45,2,client_actif,1,telephone,NAQ,3611.0,30-45 ans,0.574,Engagé
CLI04400,45,17,client_actif,1,agence,IDF,1585.0,30-45 ans,0.5469,Engagé
