interaction_id,client_id,date,canal,type_interaction,duree_minutes,satisfaction,resultat
INT0039316,CLI04133,2023-05-24,telephone,appel_entrant,7,6,succès
INT0039317,CLI04133,2023-06-19,web,visite_site,2,6,en_attente
INT0039318,CLI04133,2023-06-27,app_mobile,declaration_sinistre,1,6,en_attente
INT0039319,CLI04133,2023-10-04,web,espace_client,13,9,succès
INT0039320,CLI04133,2024-03-29,web,espace_client,12,6,succès
INT0039321,CLI04133,2023-10-28,web,visite_site,14,4,succès
INT0039322,CLI04133,2023-05-24,web,souscription,12,4,succès
INT0039323,CLI04133,2024-04-18,telephone,resiliation,27,6,succès
INT0039324,CLI04133,2024-03-22,web,devis_en_ligne,8,8,succès
INT0039325,CLI04134,2023-07-06,telephone,reclamation,15,5,succès
INT0039326,CLI04134,2023-09-16,telephone,resiliation,18,9,succès
INT0039327,CLI04134,2024-07-13,telephone,appel_sortant,5,9,succès
INT0039328,CLI04135,2023-02-19,web,souscription,4,5,succès
INT0039329,CLI04135,2023-03-22,web,devis_en_ligne,14,8,en_attente
INT0039330,CLI04135,2023-09-29,web,devis_en_ligne,4,6,succès
INT0039331,CLI04135,2024-05-31,web,espace_client,13,6,succès
INT0039332,CLI04135,2024-07-21,web,devis_en_ligne,5,7,succès
INT0039333,CLI04135,2023-03-31,app_mobile,ouverture_app,1,7,succès
INT0039334,CLI04136,2024-02-08,web,souscription,2,8,succès
INT0039335,CLI04136,2024-08-04,web,souscription,14,6,abandon
INT0039336,CLI04136,2023-06-25,agence,reclamation,20,7,succès
INT0039337,CLI04136,2023-03-18,web,visite_site,2,5,succès
INT0039338,CLI04136,2024-10-19,email,email_ignore,1,6,escalade
INT0039339,CLI04136,2024-03-14,app_mobile,declaration_sinistre,10,3,en_attente
INT0039340,CLI04136,2024-05-14,web,visite_site,11,6,abandon
INT0039341,CLI04136,2024-03-05,web,espace_client,4,9,succès
INT0039342,CLI04136,2024-12-13,web,visite_site,2,9,abandon
INT0039343,CLI04136,2024-02-06,web,visite_site,11,5,succès
INT0039344,CLI04136,2023-06-10,web,souscription,13,6,abandon
INT0039345,CLI04136,2023-06-20,web,devis_en_ligne,5,7,succès
INT0039346,CLI04136,2024-06-26,web,espace_client,1,2,succès
INT0039347,CLI04136,2024-04-15,web,visite_site,6,9,succès
INT0039348,CLI04136,2023-01-23,web,visite_site,1,4,succès
INT0039349,CLI04136,2024-03-10,web,souscription,9,7,abandon
INT0039350,CLI04136,2024-11-27,web,espace_client,5,3,succès
INT0039351,CLI04136,2024-04-14,web,espace_client,4,8,abandon
INT0039352,CLI04136,2024-05-18,web,espace_client,2,5,succès
INT0039353,CLI04136,2024-10-12,web,devis_en_ligne,1,7,succès
INT0039354,CLI04136,2024-09-23,web,visite_site,2,5,succès
INT0039355,CLI04137,2024-02-12,app_mobile,consultation_contrat,3,10,succès
INT0039356,CLI04137,2024-04-04,web,visite_site,1,6,succès
INT0039357,CLI04137,2023-04-07,telephone,appel_sortant,23,7,succès
INT0039358,CLI04137,2024-10-16,telephone,reclamation,23,6,succès
INT0039359,CLI04137,2023-06-20,telephone,resiliation,13,5,succès
INT0039360,CLI04138,2024-12-06,telephone,resiliation,12,8,abandon
INT0039361,CLI04138,2024-05-06,telephone,resiliation,28,5,en_attente
INT0039362,CLI04138,2023-11-19,telephone,appel_sortant,6,6,abandon
INT0039363,CLI04138,2024-01-23,telephone,resiliation,8,6,succès
INT0039364,CLI04138,2024-06-12,telephone,resiliation,11,9,abandon
INT0039365,CLI04138,2023-01-31,telephone,appel_entrant,11,8,succès
INT0039366,CLI04138,2024-08-01,telephone,appel_sortant,18,5,en_attente
INT0039367,CLI04138,2023-05-26,telephone,reclamation,3,6,abandon
INT0039368,CLI04138,2023-08-03,app_mobile,declaration_sinistre,8,1,succès
INT0039369,CLI04138,2024-07-08,telephone,appel_sortant,24,6,abandon
INT0039370,CLI04138,2024-08-23,agence,rdv_conseiller,71,4,abandon
INT0039371,CLI04138,2023-05-04,app_mobile,paiement,11,6,succès
INT0039372,CLI04138,2024-08-18,telephone,reclamation,8,8,succès
INT0039373,CLI04138,2023-11-04,web,devis_en_ligne,9,4,abandon
INT0039374,CLI04138,2023-07-12,telephone,reclamation,10,7,succès
INT0039375,CLI04138,2024-05-03,telephone,reclamation,14,7,succès
INT0039376,CLI04138,2023-10-24,telephone,appel_entrant,27,8,en_attente
INT0039377,CLI04138,2023-11-24,telephone,reclamation,29,6,en_attente
INT0039378,CLI04138,2023-11-19,telephone,appel_entrant,8,5,en_attente
INT0039379,CLI04138,2023-06-01,telephone,resiliation,17,8,succès
INT0039380,CLI04139,2023-08-30,web,devis_en_ligne,3,5,succès
INT0039381,CLI04139,2023-05-12,web,souscription,6,5,en_attente
INT0039382,CLI04139,2024-01-24,app_mobile,declaration_sinistre,12,6,abandon
INT0039383,CLI04139,2024-10-18,app_mobile,ouverture_app,11,6,en_attente
INT0039384,CLI04139,2023-02-08,app_mobile,consultation_contrat,11,8,en_attente
INT0039385,CLI04139,2023-10-23,web,visite_site,8,4,succès
INT0039386,CLI04139,2023-05-12,web,visite_site,11,7,abandon
INT0039387,CLI04139,2023-01-18,web,visite_site,9,5,abandon
INT0039388,CLI04140,2023-04-21,app_mobile,ouverture_app,13,6,abandon
INT0039389,CLI04140,2023-01-22,app_mobile,declaration_sinistre,10,8,abandon
INT0039390,CLI04140,2024-06-17,app_mobile,declaration_sinistre,1,6,succès
INT0039391,CLI04141,2024-07-05,app_mobile,declaration_sinistre,12,9,abandon
INT0039392,CLI04141,2024-12-30,app_mobile,declaration_sinistre,4,4,abandon
INT0039393,CLI04141,2023-08-11,app_mobile,ouverture_app,7,3,succès
INT0039394,CLI04141,2023-07-17,web,espace_client,2,10,abandon
INT0039395,CLI04141,2023-05-15,app_mobile,declaration_sinistre,9,6,succès
INT0039396,CLI04142,2024-02-08,agence,reclamation,87,7,en_attente
INT0039397,CLI04142,2024-09-27,web,visite_site,8,6,succès
INT0039398,CLI04142,2023-01-19,agence,rdv_conseiller,27,9,succès
INT0039399,CLI04142,2023-10-13,telephone,reclamation,29,10,succès
INT0039400,CLI04142,2024-04-10,agence,rdv_conseiller,28,7,succès
INT0039401,CLI04142,2024-01-30,agence,souscription,19,7,succès
INT0039402,CLI04142,2024-04-02,email,email_ignore,3,10,succès
INT0039403,CLI04142,2024-05-20,app_mobile,declaration_sinistre,10,3,abandon
INT0039404,CLI04142,2024-09-29,agence,reclamation,31,7,abandon
INT0039405,CLI04142,2024-08-12,agence,reclamation,76,5,succès
INT0039406,CLI04142,2024-11-07,agence,rdv_conseiller,73,10,abandon
INT0039407,CLI04142,2023-05-29,web,souscription,8,8,succès
INT0039408,CLI04142,2024-10-08,web,visite_site,10,6,succès
INT0039409,CLI04143,2024-02-05,web,visite_site,6,6,succès
INT0039410,CLI04143,2023-05-23,email,reponse_email,8,2,abandon
INT0039411,CLI04143,2023-01-13,web,visite_site,4,3,abandon
INT0039412,CLI04143,2024-07-27,web,visite_site,8,6,succès
INT0039413,CLI04143,2023-01-12,web,devis_en_ligne,7,4,succès
INT0039414,CLI04143,2024-11-20,agence,rdv_conseiller,67,6,succès
INT0039415,CLI04143,2023-09-18,agence,souscription,79,8,succès
INT0039416,CLI04143,2023-12-17,web,devis_en_ligne,12,4,abandon
INT0039417,CLI04143,2023-05-30,web,souscription,4,3,succès
INT0039418,CLI04144,2024-01-01,app_mobile,declaration_sinistre,10,6,abandon
INT0039419,CLI04144,2023-10-16,app_mobile,paiement,13,4,succès
INT0039420,CLI04144,2023-12-07,email,email_ignore,1,5,succès
INT0039421,CLI04144,2023-11-07,app_mobile,declaration_sinistre,3,5,succès
INT0039422,CLI04144,2023-04-12,telephone,appel_entrant,23,6,abandon
INT0039423,CLI04145,2023-08-23,web,devis_en_ligne,8,6,succès
INT0039424,CLI04145,2024-12-16,email,email_clique,11,5,succès
INT0039425,CLI04145,2023-03-29,email,email_ouvert,9,6,succès
INT0039426,CLI04145,2024-02-29,email,email_ouvert,11,5,en_attente
INT0039427,CLI04145,2023-11-09,email,email_ouvert,1,0,abandon
INT0039428,CLI04145,2023-10-02,email,reponse_email,2,6,succès
INT0039429,CLI04145,2023-08-25,email,email_ignore,4,6,en_attente
INT0039430,CLI04145,2023-04-06,email,email_ouvert,13,6,succès
INT0039431,CLI04145,2024-11-09,web,souscription,2,4,abandon
INT0039432,CLI04145,2024-02-04,email,email_clique,1,4,succès
INT0039433,CLI04145,2024-12-18,telephone,resiliation,26,1,succès
INT0039434,CLI04145,2023-11-24,app_mobile,consultation_contrat,4,3,succès
INT0039435,CLI04145,2023-11-13,email,email_clique,1,7,en_attente
INT0039436,CLI04145,2024-01-26,email,email_ouvert,1,5,succès
INT0039437,CLI04145,2024-06-01,agence,souscription,51,6,succès
INT0039438,CLI04145,2024-04-18,email,reponse_email,6,5,succès
INT0039439,CLI04145,2023-08-16,email,reponse_email,3,6,succès
INT0039440,CLI04145,2024-05-28,web,espace_client,12,6,succès
INT0039441,CLI04145,2024-01-10,email,email_clique,4,5,abandon
INT0039442,CLI04146,2024-03-26,web,visite_site,2,7,succès
INT0039443,CLI04147,2023-11-08,telephone,resiliation,19,9,succès
INT0039444,CLI04147,2023-11-03,telephone,resiliation,15,6,succès
INT0039445,CLI04148,2024-08-06,email,reponse_email,13,3,succès
INT0039446,CLI04148,2024-03-31,agence,renouvellement,28,8,succès
INT0039447,CLI04148,2023-04-10,email,email_ignore,4,2,escalade
INT0039448,CLI04149,2024-06-28,web,devis_en_ligne,4,4,abandon
INT0039449,CLI04149,2024-05-26,app_mobile,consultation_contrat,14,6,abandon
INT0039450,CLI04149,2024-12-15,email,email_ouvert,3,8,succès
INT0039451,CLI04149,2024-01-24,web,visite_site,9,4,escalade
INT0039452,CLI04150,2023-09-27,app_mobile,ouverture_app,11,7,succès
INT0039453,CLI04150,2024-08-23,agence,renouvellement,78,7,escalade
INT0039454,CLI04151,2023-11-14,app_mobile,declaration_sinistre,2,5,succès
INT0039455,CLI04151,2024-02-27,web,devis_en_ligne,6,6,succès
INT0039456,CLI04151,2024-01-25,web,espace_client,14,9,abandon
INT0039457,CLI04151,2024-10-26,web,souscription,12,5,abandon
INT0039458,CLI04151,2023-07-26,web,devis_en_ligne,4,6,abandon
INT0039459,CLI04151,2023-03-09,web,devis_en_ligne,8,6,abandon
INT0039460,CLI04151,2023-09-23,web,espace_client,14,5,succès
INT0039461,CLI04151,2023-09-25,web,espace_client,13,5,succès
INT0039462,CLI04151,2024-03-26,web,espace_client,6,9,succès
INT0039463,CLI04151,2024-11-12,app_mobile,consultation_contrat,13,4,abandon
INT0039464,CLI04151,2023-10-17,web,devis_en_ligne,9,4,abandon
INT0039465,CLI04151,2023-06-18,email,reponse_email,6,6,en_attente
INT0039466,CLI04152,2023-02-15,agence,souscription,19,9,succès
INT0039467,CLI04152,2024-07-26,agence,reclamation,43,10,en_attente
INT0039468,CLI04152,2024-07-05,agence,souscription,88,6,en_attente
INT0039469,CLI04152,2024-07-01,agence,souscription,75,4,escalade
INT0039470,CLI04152,2024-12-08,agence,souscription,50,8,succès
INT0039471,CLI04153,2023-07-27,agence,renouvellement,82,4,succès
INT0039472,CLI04153,2024-09-03,agence,rdv_conseiller,69,5,succès
INT0039473,CLI04153,2024-06-26,email,email_clique,10,8,succès
INT0039474,CLI04153,2023-08-18,agence,renouvellement,19,6,succès
INT0039475,CLI04153,2024-07-18,agence,rdv_conseiller,84,7,succès
INT0039476,CLI04153,2023-03-31,app_mobile,paiement,1,7,abandon
INT0039477,CLI04153,2024-10-02,agence,renouvellement,84,9,escalade
INT0039478,CLI04153,2024-03-16,agence,reclamation,45,9,abandon
INT0039479,CLI04153,2024-07-30,agence,souscription,55,6,en_attente
INT0039480,CLI04153,2023-10-24,app_mobile,declaration_sinistre,11,5,succès
INT0039481,CLI04153,2023-08-01,telephone,appel_entrant,7,7,succès
INT0039482,CLI04153,2024-04-26,agence,souscription,88,6,succès
INT0039483,CLI04153,2024-01-28,agence,renouvellement,80,8,succès
INT0039484,CLI04153,2023-09-01,agence,reclamation,26,9,abandon
INT0039485,CLI04153,2024-12-12,agence,souscription,79,7,en_attente
INT0039486,CLI04153,2024-05-21,agence,reclamation,66,6,succès
INT0039487,CLI04153,2024-05-16,agence,renouvellement,27,4,abandon
INT0039488,CLI04153,2023-09-18,agence,reclamation,82,8,abandon
INT0039489,CLI04153,2023-06-23,agence,reclamation,82,7,succès
INT0039490,CLI04153,2024-04-04,agence,reclamation,42,6,succès
INT0039491,CLI04153,2024-09-16,agence,souscription,62,6,abandon
INT0039492,CLI04154,2023-09-23,web,souscription,3,10,succès
INT0039493,CLI04154,2023-05-20,web,souscription,11,7,succès
INT0039494,CLI04154,2023-04-02,web,visite_site,10,7,succès
INT0039495,CLI04154,2023-10-19,web,visite_site,11,9,succès
INT0039496,CLI04154,2023-02-15,web,espace_client,8,8,succès
INT0039497,CLI04154,2024-08-21,web,souscription,1,6,succès
INT0039498,CLI04154,2023-06-01,web,devis_en_ligne,2,10,abandon
INT0039499,CLI04155,2024-12-11,agence,renouvellement,53,8,succès
INT0039500,CLI04155,2024-04-22,agence,reclamation,64,7,succès
INT0039501,CLI04155,2023-10-30,agence,reclamation,21,5,succès
INT0039502,CLI04155,2023-05-26,agence,souscription,85,7,succès
INT0039503,CLI04155,2024-11-17,web,devis_en_ligne,8,8,succès
INT0039504,CLI04155,2023-12-23,web,souscription,4,7,succès
INT0039505,CLI04155,2023-01-17,agence,souscription,52,8,succès
INT0039506,CLI04155,2023-06-22,agence,renouvellement,82,6,succès
INT0039507,CLI04155,2023-04-04,agence,souscription,85,9,succès
INT0039508,CLI04156,2023-02-01,telephone,appel_sortant,25,9,succès
INT0039509,CLI04156,2024-01-12,telephone,reclamation,10,6,succès
INT0039510,CLI04156,2023-05-02,telephone,appel_sortant,27,10,succès
INT0039511,CLI04156,2023-09-13,telephone,appel_sortant,16,8,en_attente
INT0039512,CLI04156,2024-04-06,app_mobile,paiement,6,5,succès
INT0039513,CLI04156,2024-01-16,telephone,appel_entrant,18,7,succès
INT0039514,CLI04156,2024-03-26,telephone,appel_entrant,23,7,succès
INT0039515,CLI04156,2024-03-01,telephone,appel_sortant,12,7,succès
INT0039516,CLI04156,2024-09-06,telephone,resiliation,27,7,abandon
INT0039517,CLI04156,2023-05-04,agence,souscription,28,7,succès
INT0039518,CLI04156,2024-02-05,telephone,appel_sortant,7,7,succès
INT0039519,CLI04156,2023-12-28,telephone,appel_sortant,24,4,en_attente
INT0039520,CLI04156,2024-03-28,email,email_ouvert,2,4,succès
INT0039521,CLI04156,2023-09-21,telephone,appel_sortant,17,10,succès
INT0039522,CLI04156,2024-05-21,telephone,appel_entrant,18,6,en_attente
INT0039523,CLI04156,2024-12-15,app_mobile,declaration_sinistre,9,7,succès
INT0039524,CLI04156,2023-06-14,agence,rdv_conseiller,68,7,abandon
INT0039525,CLI04156,2023-01-09,telephone,reclamation,28,5,succès
INT0039526,CLI04156,2024-06-06,telephone,appel_entrant,29,5,succès
INT0039527,CLI04156,2023-12-16,telephone,resiliation,25,5,en_attente
INT0039528,CLI04157,2023-07-18,app_mobile,ouverture_app,5,4,succès
INT0039529,CLI04157,2024-03-11,app_mobile,declaration_sinistre,2,5,abandon
INT0039530,CLI04157,2024-09-01,app_mobile,paiement,11,9,succès
INT0039531,CLI04157,2023-04-29,web,souscription,7,6,abandon
INT0039532,CLI04158,2023-07-10,web,espace_client,13,8,succès
INT0039533,CLI04158,2023-03-09,web,espace_client,1,4,succès
INT0039534,CLI04158,2023-05-17,web,souscription,5,3,succès
INT0039535,CLI04159,2023-08-18,web,devis_en_ligne,6,7,succès
INT0039536,CLI04160,2023-07-25,app_mobile,paiement,1,5,abandon
INT0039537,CLI04160,2023-02-24,telephone,resiliation,20,8,en_attente
INT0039538,CLI04160,2024-11-06,app_mobile,paiement,10,6,succès
INT0039539,CLI04161,2024-05-05,web,souscription,10,9,succès
INT0039540,CLI04161,2024-06-21,email,email_ignore,10,8,succès
INT0039541,CLI04162,2023-10-22,email,email_ouvert,3,8,succès
INT0039542,CLI04162,2023-10-14,telephone,resiliation,25,7,succès
INT0039543,CLI04162,2024-12-15,telephone,appel_sortant,24,5,succès
INT0039544,CLI04162,2024-03-09,app_mobile,ouverture_app,9,4,succès
INT0039545,CLI04162,2024-08-03,app_mobile,ouverture_app,3,5,succès
INT0039546,CLI04162,2024-04-06,email,email_clique,5,3,succès
INT0039547,CLI04162,2023-07-01,web,souscription,14,7,succès
INT0039548,CLI04162,2023-10-19,telephone,resiliation,27,7,abandon
INT0039549,CLI04162,2024-12-27,telephone,appel_entrant,20,9,succès
INT0039550,CLI04162,2024-06-17,agence,rdv_conseiller,69,8,abandon
INT0039551,CLI04162,2024-10-09,telephone,reclamation,11,6,abandon
INT0039552,CLI04162,2024-06-26,telephone,resiliation,9,7,succès
INT0039553,CLI04162,2023-01-13,telephone,appel_entrant,20,5,succès
INT0039554,CLI04162,2024-10-19,telephone,appel_sortant,22,8,succès
INT0039555,CLI04162,2023-03-10,telephone,appel_sortant,9,8,succès
INT0039556,CLI04162,2023-02-21,telephone,appel_sortant,4,7,succès
INT0039557,CLI04162,2024-05-23,telephone,resiliation,25,6,succès
INT0039558,CLI04162,2024-02-29,agence,reclamation,58,9,succès
INT0039559,CLI04162,2023-02-09,telephone,appel_entrant,12,6,succès
INT0039560,CLI04163,2024-09-09,app_mobile,paiement,13,8,en_attente
INT0039561,CLI04163,2024-09-08,app_mobile,paiement,9,8,succès
INT0039562,CLI04163,2023-03-05,app_mobile,ouverture_app,4,2,succès
INT0039563,CLI04163,2024-03-21,app_mobile,paiement,12,5,succès
INT0039564,CLI04163,2024-12-31,app_mobile,paiement,5,10,succès
INT0039565,CLI04163,2023-07-16,app_mobile,consultation_contrat,10,3,succès
INT0039566,CLI04163,2023-01-25,app_mobile,consultation_contrat,11,10,succès
INT0039567,CLI04163,2024-06-06,app_mobile,consultation_contrat,4,5,succès
INT0039568,CLI04163,2023-09-09,email,email_ouvert,14,4,succès
INT0039569,CLI04163,2024-12-12,app_mobile,ouverture_app,3,7,abandon
INT0039570,CLI04163,2023-08-29,app_mobile,paiement,4,7,succès
INT0039571,CLI04163,2024-11-17,app_mobile,declaration_sinistre,10,6,succès
INT0039572,CLI04163,2023-08-17,telephone,appel_entrant,5,6,escalade
INT0039573,CLI04163,2023-03-18,app_mobile,paiement,11,4,succès
INT0039574,CLI04163,2023-07-23,app_mobile,declaration_sinistre,12,4,succès
INT0039575,CLI04163,2024-01-24,web,espace_client,2,6,succès
INT0039576,CLI04163,2024-10-28,app_mobile,consultation_contrat,8,7,succès
INT0039577,CLI04163,2024-08-31,app_mobile,declaration_sinistre,8,4,succès
INT0039578,CLI04164,2023-03-19,app_mobile,consultation_contrat,10,1,abandon
INT0039579,CLI04164,2024-01-10,app_mobile,declaration_sinistre,6,5,succès
INT0039580,CLI04164,2023-05-22,app_mobile,ouverture_app,4,9,succès
INT0039581,CLI04164,2023-02-16,app_mobile,paiement,6,9,escalade
INT0039582,CLI04164,2024-05-01,web,souscription,11,3,abandon
INT0039583,CLI04164,2024-11-04,app_mobile,consultation_contrat,1,7,succès
INT0039584,CLI04164,2023-09-10,telephone,resiliation,4,6,succès
INT0039585,CLI04164,2024-12-03,app_mobile,paiement,13,5,succès
INT0039586,CLI04164,2024-06-30,app_mobile,consultation_contrat,1,7,succès
INT0039587,CLI04164,2024-05-12,web,souscription,9,7,succès
INT0039588,CLI04164,2024-08-26,app_mobile,consultation_contrat,1,8,succès
INT0039589,CLI04164,2023-05-21,email,email_ouvert,4,7,escalade
INT0039590,CLI04164,2023-08-04,app_mobile,ouverture_app,12,7,succès
INT0039591,CLI04164,2023-01-05,email,email_ignore,11,7,succès
INT0039592,CLI04164,2024-09-16,agence,reclamation,55,5,en_attente
INT0039593,CLI04164,2024-11-29,app_mobile,consultation_contrat,8,6,abandon
INT0039594,CLI04164,2023-05-04,app_mobile,consultation_contrat,6,8,escalade
INT0039595,CLI04164,2023-09-25,web,souscription,13,3,succès
INT0039596,CLI04164,2023-12-01,app_mobile,paiement,13,7,abandon
INT0039597,CLI04164,2024-10-04,app_mobile,consultation_contrat,1,8,succès
INT0039598,CLI04164,2024-01-06,web,devis_en_ligne,4,7,succès
INT0039599,CLI04165,2023-07-31,app_mobile,consultation_contrat,13,6,succès
INT0039600,CLI04165,2023-05-07,web,souscription,14,7,succès
INT0039601,CLI04165,2024-03-16,web,visite_site,8,5,succès
INT0039602,CLI04165,2023-03-16,web,espace_client,11,7,succès
INT0039603,CLI04165,2024-12-06,web,visite_site,9,6,succès
INT0039604,CLI04165,2024-10-14,web,souscription,1,7,succès
INT0039605,CLI04165,2023-06-04,telephone,reclamation,11,7,abandon
INT0039606,CLI04165,2023-07-23,web,devis_en_ligne,8,5,abandon
INT0039607,CLI04165,2023-09-07,email,reponse_email,10,7,succès
INT0039608,CLI04166,2023-05-20,web,devis_en_ligne,12,5,succès
INT0039609,CLI04166,2023-04-30,web,souscription,12,8,abandon
INT0039610,CLI04166,2023-02-24,web,visite_site,11,8,en_attente
INT0039611,CLI04166,2024-04-29,telephone,resiliation,14,8,succès
INT0039612,CLI04166,2023-12-02,web,devis_en_ligne,8,5,succès
INT0039613,CLI04166,2024-07-16,web,devis_en_ligne,13,7,en_attente
INT0039614,CLI04166,2024-06-06,web,visite_site,7,10,abandon
INT0039615,CLI04166,2023-09-05,web,espace_client,13,9,abandon
INT0039616,CLI04167,2023-04-22,telephone,appel_sortant,21,10,succès
INT0039617,CLI04167,2024-06-12,email,email_clique,5,3,succès
INT0039618,CLI04167,2024-04-29,app_mobile,consultation_contrat,11,7,succès
INT0039619,CLI04167,2024-05-29,app_mobile,paiement,13,7,succès
INT0039620,CLI04167,2024-07-19,email,email_clique,1,7,succès
INT0039621,CLI04167,2023-04-18,app_mobile,declaration_sinistre,9,7,escalade
INT0039622,CLI04167,2023-11-07,app_mobile,declaration_sinistre,7,9,succès
INT0039623,CLI04167,2023-02-27,app_mobile,consultation_contrat,13,7,en_attente
INT0039624,CLI04168,2024-03-15,app_mobile,paiement,2,6,succès
INT0039625,CLI04168,2024-02-23,app_mobile,paiement,8,7,succès
INT0039626,CLI04168,2024-01-27,app_mobile,paiement,13,5,succès
INT0039627,CLI04168,2023-01-24,agence,souscription,43,7,succès
INT0039628,CLI04168,2023-01-16,app_mobile,declaration_sinistre,4,6,succès
INT0039629,CLI04168,2023-07-12,app_mobile,ouverture_app,12,3,en_attente
INT0039630,CLI04168,2023-11-14,app_mobile,declaration_sinistre,11,5,abandon
INT0039631,CLI04168,2024-05-30,agence,rdv_conseiller,67,8,succès
INT0039632,CLI04169,2024-09-30,app_mobile,declaration_sinistre,3,6,succès
INT0039633,CLI04169,2023-11-29,app_mobile,declaration_sinistre,4,7,succès
INT0039634,CLI04169,2024-11-03,app_mobile,paiement,2,6,succès
INT0039635,CLI04169,2023-08-09,app_mobile,paiement,4,5,en_attente
INT0039636,CLI04169,2023-04-09,email,reponse_email,11,2,succès
INT0039637,CLI04169,2024-12-23,web,devis_en_ligne,1,7,succès
INT0039638,CLI04169,2023-03-01,app_mobile,paiement,8,6,succès
INT0039639,CLI04169,2023-01-05,app_mobile,declaration_sinistre,11,5,succès
INT0039640,CLI04169,2024-01-09,email,email_ignore,9,5,succès
INT0039641,CLI04169,2023-05-04,app_mobile,consultation_contrat,13,8,succès
INT0039642,CLI04169,2023-10-05,agence,rdv_conseiller,74,7,abandon
INT0039643,CLI04169,2024-08-29,telephone,reclamation,7,8,abandon
INT0039644,CLI04169,2024-10-13,app_mobile,ouverture_app,1,7,succès
INT0039645,CLI04169,2024-02-08,email,reponse_email,11,3,succès
INT0039646,CLI04169,2023-02-11,app_mobile,consultation_contrat,1,5,abandon
INT0039647,CLI04169,2023-01-15,app_mobile,ouverture_app,6,5,succès
INT0039648,CLI04169,2023-05-24,email,email_ouvert,10,6,succès
INT0039649,CLI04169,2024-01-19,agence,renouvellement,83,7,succès
INT0039650,CLI04169,2023-07-17,app_mobile,consultation_contrat,6,5,abandon
INT0039651,CLI04169,2023-12-31,app_mobile,ouverture_app,9,8,succès
INT0039652,CLI04169,2024-06-29,app_mobile,declaration_sinistre,9,4,en_attente
INT0039653,CLI04169,2024-04-21,telephone,resiliation,26,5,succès
INT0039654,CLI04169,2024-02-15,app_mobile,paiement,6,7,succès
INT0039655,CLI04169,2024-01-07,app_mobile,consultation_contrat,5,10,succès
INT0039656,CLI04170,2023-03-26,email,email_ouvert,1,7,succès
INT0039657,CLI04170,2024-02-13,web,espace_client,6,8,succès
INT0039658,CLI04170,2023-06-23,email,email_ignore,13,3,succès
INT0039659,CLI04170,2023-02-15,app_mobile,declaration_sinistre,1,6,succès
INT0039660,CLI04170,2024-10-02,email,reponse_email,7,3,succès
INT0039661,CLI04170,2024-05-03,agence,renouvellement,75,6,en_attente
INT0039662,CLI04170,2024-01-19,web,visite_site,4,6,succès
INT0039663,CLI04170,2023-08-07,email,email_ouvert,2,3,succès
INT0039664,CLI04170,2023-04-20,email,email_ouvert,4,6,succès
INT0039665,CLI04170,2024-02-23,agence,rdv_conseiller,87,7,succès
INT0039666,CLI04170,2023-06-22,email,reponse_email,13,3,succès
INT0039667,CLI04170,2023-11-13,telephone,appel_entrant,22,6,succès
INT0039668,CLI04170,2023-02-10,email,email_ouvert,1,7,succès
INT0039669,CLI04170,2023-02-15,telephone,appel_entrant,8,6,succès
INT0039670,CLI04170,2024-04-18,email,email_ignore,10,3,succès
INT0039671,CLI04170,2024-06-19,email,reponse_email,9,6,abandon
INT0039672,CLI04170,2023-03-06,agence,rdv_conseiller,18,7,abandon
INT0039673,CLI04171,2023-09-01,agence,reclamation,41,7,en_attente
INT0039674,CLI04171,2024-01-30,agence,souscription,26,7,succès
INT0039675,CLI04171,2024-07-22,web,visite_site,1,6,succès
INT0039676,CLI04171,2023-01-05,agence,reclamation,35,6,succès
INT0039677,CLI04171,2023-04-22,web,espace_client,12,5,abandon
INT0039678,CLI04171,2023-12-25,telephone,resiliation,3,7,escalade
INT0039679,CLI04171,2023-12-20,email,reponse_email,5,3,succès
INT0039680,CLI04171,2024-05-19,email,email_ignore,3,5,succès
INT0039681,CLI04171,2024-06-18,agence,reclamation,53,7,abandon
INT0039682,CLI04171,2023-09-04,email,reponse_email,14,6,succès
INT0039683,CLI04171,2023-06-01,email,reponse_email,12,9,succès
INT0039684,CLI04171,2023-06-09,app_mobile,paiement,4,7,succès
INT0039685,CLI04171,2023-02-22,agence,souscription,86,9,en_attente
INT0039686,CLI04171,2023-02-14,agence,souscription,32,9,en_attente
INT0039687,CLI04171,2024-02-08,agence,souscription,62,8,succès
INT0039688,CLI04171,2024-06-18,agence,rdv_conseiller,44,9,escalade
INT0039689,CLI04171,2024-07-27,agence,reclamation,41,6,succès
INT0039690,CLI04171,2024-12-30,telephone,appel_sortant,23,7,succès
INT0039691,CLI04171,2023-03-20,agence,renouvellement,32,5,abandon
INT0039692,CLI04171,2024-06-14,agence,souscription,31,9,en_attente
INT0039693,CLI04171,2023-04-01,telephone,resiliation,21,7,abandon
INT0039694,CLI04171,2023-08-31,agence,rdv_conseiller,15,8,abandon
INT0039695,CLI04171,2024-09-27,telephone,appel_sortant,29,7,succès
INT0039696,CLI04172,2024-11-23,agence,souscription,62,7,en_attente
INT0039697,CLI04172,2023-09-29,agence,souscription,46,7,escalade
INT0039698,CLI04172,2024-05-24,agence,renouvellement,69,7,succès
INT0039699,CLI04172,2024-06-06,telephone,appel_sortant,6,8,succès
INT0039700,CLI04172,2023-06-10,agence,renouvellement,21,8,succès
INT0039701,CLI04172,2023-08-05,web,devis_en_ligne,10,4,succès
